# 韩国人名用汉字
# https://github.com/rutopio/Korean-Name-Hanja-Charset
# https://github.com/zispace/data-hanja
# https://hanja.dict.naver.com/#/category/name
#
# hanja	unicode	pua	consonant	hangul

錏	U+930F	0	ㅇ	아
阿	U+963F	0	ㅇ	아
雅	U+96C5	0	ㅇ	아
餓	U+9913	0	ㅇ	아
鴉	U+9D09	0	ㅇ	아
鵝	U+9D5D	0	ㅇ	아
鵞	U+9D5E	0	ㅇ	아
芽	U+2F995	0	ㅇ	아
偓	U+5053	0	ㅇ	악
咢	U+54A2	0	ㅇ	악
喔	U+5594	0	ㅇ	악
噩	U+5669	0	ㅇ	악
堊	U+580A	0	ㅇ	악
岳	U+5CB3	0	ㅇ	악
嶽	U+5DBD	0	ㅇ	악
幄	U+5E44	0	ㅇ	악
惡	U+60E1	0	ㅇ	악
愕	U+6115	0	ㅇ	악
握	U+63E1	0	ㅇ	악
樂	U+6A02	0	ㅇ	악
渥	U+6E25	0	ㅇ	악
腭	U+816D	0	ㅇ	악
萼	U+843C	0	ㅇ	악
覨	U+89A8	0	ㅇ	악
諤	U+8AE4	0	ㅇ	악
鄂	U+9102	0	ㅇ	악
鍔	U+9354	0	ㅇ	악
顎	U+984E	0	ㅇ	악
鰐	U+9C10	0	ㅇ	악
鶚	U+9D9A	0	ㅇ	악
齶	U+9F76	0	ㅇ	악
齷	U+9F77	0	ㅇ	악
䭓	U+4B53	0	ㅇ	안
侒	U+4F92	0	ㅇ	안
妟	U+599F	0	ㅇ	안
姲	U+59F2	0	ㅇ	안
婩	U+5A69	0	ㅇ	안
安	U+5B89	0	ㅇ	안
岸	U+5CB8	0	ㅇ	안
按	U+6309	0	ㅇ	안
晏	U+664F	0	ㅇ	안
案	U+6848	0	ㅇ	안
桉	U+6849	0	ㅇ	안
洝	U+6D1D	0	ㅇ	안
犴	U+72B4	0	ㅇ	안
眼	U+773C	0	ㅇ	안
矸	U+77F8	0	ㅇ	안
錌	U+930C	0	ㅇ	안
雁	U+96C1	0	ㅇ	안
鞍	U+978D	0	ㅇ	안
顔	U+9854	0	ㅇ	안
鮟	U+9B9F	0	ㅇ	안
鴈	U+9D08	0	ㅇ	안
𤎝	U+2439D	0	ㅇ	안
㩵	U+3A75	0	ㅇ	알
嘎	U+560E	0	ㅇ	알
揠	U+63E0	0	ㅇ	알
斡	U+65A1	0	ㅇ	알
穵	U+7A75	0	ㅇ	알
訐	U+8A10	0	ㅇ	알
謁	U+8B01	0	ㅇ	알
軋	U+8ECB	0	ㅇ	알
遏	U+904F	0	ㅇ	알
閼	U+95BC	0	ㅇ	알
頞	U+981E	0	ㅇ	알
鴶	U+9D36	0	ㅇ	알
唵	U+5535	0	ㅇ	암
啽	U+557D	0	ㅇ	암
媕	U+5A95	0	ㅇ	암
岩	U+5CA9	0	ㅇ	암
嵒	U+5D52	0	ㅇ	암
嵓	U+5D53	0	ㅇ	암
巖	U+5DD6	0	ㅇ	암
庵	U+5EB5	0	ㅇ	암
晻	U+667B	0	ㅇ	암
暗	U+6697	0	ㅇ	암
癌	U+764C	0	ㅇ	암
腤	U+8164	0	ㅇ	암
菴	U+83F4	0	ㅇ	암
葊	U+844A	0	ㅇ	암
蓭	U+84ED	0	ㅇ	암
諳	U+8AF3	0	ㅇ	암
闇	U+95C7	0	ㅇ	암
頷	U+9837	0	ㅇ	암
馣	U+99A3	0	ㅇ	암
黯	U+9EEF	0	ㅇ	암
壓	U+58D3	0	ㅇ	압
押	U+62BC	0	ㅇ	압
狎	U+72CE	0	ㅇ	압
鴨	U+9D28	0	ㅇ	압
仰	U+4EF0	0	ㅇ	앙
卬	U+536C	0	ㅇ	앙
坱	U+5771	0	ㅇ	앙
央	U+592E	0	ㅇ	앙
怏	U+600F	0	ㅇ	앙
昂	U+6602	0	ㅇ	앙
昻	U+663B	0	ㅇ	앙
枊	U+678A	0	ㅇ	앙
柍	U+67CD	0	ㅇ	앙
殃	U+6B83	0	ㅇ	앙
泱	U+6CF1	0	ㅇ	앙
炴	U+70B4	0	ㅇ	앙
盎	U+76CE	0	ㅇ	앙
秧	U+79E7	0	ㅇ	앙
詇	U+8A47	0	ㅇ	앙
鞅	U+9785	0	ㅇ	앙
鴦	U+9D26	0	ㅇ	앙
㶼	U+3DBC	0	ㅇ	애
䝽	U+477D	0	ㅇ	애
僾	U+50FE	0	ㅇ	애
厓	U+5393	0	ㅇ	애
哀	U+54C0	0	ㅇ	애
唉	U+5509	0	ㅇ	애
啀	U+5540	0	ㅇ	애
噯	U+566F	0	ㅇ	애
埃	U+57C3	0	ㅇ	애
娭	U+5A2D	0	ㅇ	애
娾	U+5A3E	0	ㅇ	애
崕	U+5D15	0	ㅇ	애
崖	U+5D16	0	ㅇ	애
愛	U+611B	0	ㅇ	애
挨	U+6328	0	ㅇ	애
捱	U+6371	0	ㅇ	애
敱	U+6571	0	ㅇ	애
曖	U+66D6	0	ㅇ	애
欸	U+6B38	0	ㅇ	애
涯	U+6DAF	0	ㅇ	애
漄	U+6F04	0	ㅇ	애
獃	U+7343	0	ㅇ	애
璦	U+74A6	0	ㅇ	애
皚	U+769A	0	ㅇ	애
睚	U+775A	0	ㅇ	애
瞹	U+77B9	0	ㅇ	애
碍	U+788D	0	ㅇ	애
磑	U+78D1	0	ㅇ	애
礙	U+7919	0	ㅇ	애
艾	U+827E	0	ㅇ	애
薆	U+8586	0	ㅇ	애
藹	U+85F9	0	ㅇ	애
譪	U+8B6A	0	ㅇ	애
隘	U+9698	0	ㅇ	애
靄	U+9744	0	ㅇ	애
靉	U+9749	0	ㅇ	애
騃	U+9A03	0	ㅇ	애
厄	U+5384	0	ㅇ	액
呝	U+545D	0	ㅇ	액
戹	U+6239	0	ㅇ	액
扼	U+627C	0	ㅇ	액
掖	U+6396	0	ㅇ	액
搤	U+6424	0	ㅇ	액
液	U+6DB2	0	ㅇ	액
縊	U+7E0A	0	ㅇ	액
腋	U+814B	0	ㅇ	액
阨	U+9628	0	ㅇ	액
額	U+984D	0	ㅇ	액
嚶	U+56B6	0	ㅇ	앵
嫈	U+5AC8	0	ㅇ	앵
櫻	U+6AFB	0	ㅇ	앵
罃	U+7F43	0	ㅇ	앵
罌	U+7F4C	0	ㅇ	앵
鶯	U+9DAF	0	ㅇ	앵
鸎	U+9E0E	0	ㅇ	앵
鸚	U+9E1A	0	ㅇ	앵
也	U+4E5F	0	ㅇ	야
倻	U+503B	0	ㅇ	야
冶	U+51B6	0	ㅇ	야
埜	U+57DC	0	ㅇ	야
夜	U+591C	0	ㅇ	야
惹	U+60F9	0	ㅇ	야
捓	U+6353	0	ㅇ	야
揶	U+63F6	0	ㅇ	야
椰	U+6930	0	ㅇ	야
爺	U+723A	0	ㅇ	야
琊	U+740A	0	ㅇ	야
耶	U+8036	0	ㅇ	야
若	U+82E5	0	ㅇ	야
野	U+91CE	0	ㅇ	야
若	U+F974	0	ㅇ	야
䠯	U+482F	0	ㅇ	약
弱	U+5F31	0	ㅇ	약
掠	U+63A0	0	ㅇ	약
爚	U+721A	0	ㅇ	약
略	U+7565	0	ㅇ	약
畧	U+7567	0	ㅇ	약
禴	U+79B4	0	ㅇ	약
篛	U+7BDB	0	ㅇ	약
籥	U+7C65	0	ㅇ	약
約	U+7D04	0	ㅇ	약
若	U+82E5	0	ㅇ	약
葯	U+846F	0	ㅇ	약
蒻	U+84BB	0	ㅇ	약
藥	U+85E5	0	ㅇ	약
躍	U+8E8D	0	ㅇ	약
鑰	U+9470	0	ㅇ	약
鶸	U+9DB8	0	ㅇ	약
龠	U+9FA0	0	ㅇ	약
若	U+F974	0	ㅇ	약
亮	U+4EAE	0	ㅇ	양
佯	U+4F6F	0	ㅇ	양
俍	U+4FCD	0	ㅇ	양
倆	U+5006	0	ㅇ	양
兩	U+5169	0	ㅇ	양
凉	U+51C9	0	ㅇ	양
喨	U+55A8	0	ㅇ	양
壤	U+58E4	0	ㅇ	양
孃	U+5B43	0	ㅇ	양
徉	U+5F89	0	ㅇ	양
恙	U+6059	0	ㅇ	양
悢	U+60A2	0	ㅇ	양
懩	U+61E9	0	ㅇ	양
揚	U+63DA	0	ㅇ	양
攘	U+6518	0	ㅇ	양
昜	U+661C	0	ㅇ	양
晾	U+667E	0	ㅇ	양
暘	U+6698	0	ㅇ	양
梁	U+6881	0	ㅇ	양
椋	U+690B	0	ㅇ	양
楊	U+694A	0	ㅇ	양
樑	U+6A11	0	ㅇ	양
樣	U+6A23	0	ㅇ	양
洋	U+6D0B	0	ㅇ	양
涼	U+6DBC	0	ㅇ	양
湸	U+6E78	0	ㅇ	양
漾	U+6F3E	0	ㅇ	양
瀁	U+7001	0	ㅇ	양
瀼	U+703C	0	ㅇ	양
烊	U+70CA	0	ㅇ	양
煬	U+716C	0	ㅇ	양
痒	U+75D2	0	ㅇ	양
瘍	U+760D	0	ㅇ	양
癢	U+7662	0	ㅇ	양
眻	U+773B	0	ㅇ	양
禳	U+79B3	0	ㅇ	양
穰	U+7A70	0	ㅇ	양
粮	U+7CAE	0	ㅇ	양
粱	U+7CB1	0	ㅇ	양
糧	U+7CE7	0	ㅇ	양
羊	U+7F8A	0	ㅇ	양
羏	U+7F8F	0	ㅇ	양
羕	U+7F95	0	ㅇ	양
良	U+826F	0	ㅇ	양
蘘	U+8618	0	ㅇ	양
襄	U+8944	0	ㅇ	양
諒	U+8AD2	0	ㅇ	양
諹	U+8AF9	0	ㅇ	양
讓	U+8B93	0	ㅇ	양
踉	U+8E09	0	ㅇ	양
輛	U+8F1B	0	ㅇ	양
輰	U+8F30	0	ㅇ	양
釀	U+91C0	0	ㅇ	양
量	U+91CF	0	ㅇ	양
鍚	U+935A	0	ㅇ	양
鑲	U+9472	0	ㅇ	양
陽	U+967D	0	ㅇ	양
颺	U+98BA	0	ㅇ	양
養	U+990A	0	ㅇ	양
駺	U+99FA	0	ㅇ	양
驤	U+9A64	0	ㅇ	양
魎	U+9B4E	0	ㅇ	양
䘘	U+4618	0	ㅇ	어
唹	U+5539	0	ㅇ	어
圄	U+5704	0	ㅇ	어
圉	U+5709	0	ㅇ	어
御	U+5FA1	0	ㅇ	어
敔	U+6554	0	ㅇ	어
於	U+65BC	0	ㅇ	어
淤	U+6DE4	0	ㅇ	어
漁	U+6F01	0	ㅇ	어
瘀	U+7600	0	ㅇ	어
禦	U+79A6	0	ㅇ	어
語	U+8A9E	0	ㅇ	어
飫	U+98EB	0	ㅇ	어
馭	U+99AD	0	ㅇ	어
魚	U+9B5A	0	ㅇ	어
齬	U+9F6C	0	ㅇ	어
億	U+5104	0	ㅇ	억
憶	U+61B6	0	ㅇ	억
抑	U+6291	0	ㅇ	억
檍	U+6A8D	0	ㅇ	억
繶	U+7E76	0	ㅇ	억
臆	U+81C6	0	ㅇ	억
㥼	U+397C	0	ㅇ	언
偃	U+5043	0	ㅇ	언
傿	U+50BF	0	ㅇ	언
匽	U+533D	0	ㅇ	언
嘕	U+5615	0	ㅇ	언
堰	U+5830	0	ㅇ	언
嫣	U+5AE3	0	ㅇ	언
嵃	U+5D43	0	ㅇ	언
彥	U+5F65	0	ㅇ	언
彦	U+5F66	0	ㅇ	언
漹	U+6F39	0	ㅇ	언
焉	U+7109	0	ㅇ	언
言	U+8A00	0	ㅇ	언
諺	U+8AFA	0	ㅇ	언
讞	U+8B9E	0	ㅇ	언
郾	U+90FE	0	ㅇ	언
鄢	U+9122	0	ㅇ	언
鶠	U+9DA0	0	ㅇ	언
鼴	U+9F34	0	ㅇ	언
鼹	U+9F39	0	ㅇ	언
乻	U+4E7B	0	ㅇ	얼
孼	U+5B7C	0	ㅇ	얼
糱	U+7CF1	0	ㅇ	얼
糵	U+7CF5	0	ㅇ	얼
臬	U+81EC	0	ㅇ	얼
蘖	U+8616	0	ㅇ	얼
俺	U+4FFA	0	ㅇ	엄
儼	U+513C	0	ㅇ	엄
厳	U+53B3	0	ㅇ	엄
嚴	U+56B4	0	ㅇ	엄
奄	U+5944	0	ㅇ	엄
崦	U+5D26	0	ㅇ	엄
广	U+5E7F	0	ㅇ	엄
掩	U+63A9	0	ㅇ	엄
曮	U+66EE	0	ㅇ	엄
淹	U+6DF9	0	ㅇ	엄
罨	U+7F68	0	ㅇ	엄
醃	U+9183	0	ㅇ	엄
閹	U+95B9	0	ㅇ	엄
龑	U+9F91	0	ㅇ	엄
嶪	U+5DAA	0	ㅇ	업
嶫	U+5DAB	0	ㅇ	업
業	U+696D	0	ㅇ	업
鄴	U+9134	0	ㅇ	업
恚	U+605A	0	ㅇ	에
曀	U+66C0	0	ㅇ	에
円	U+5186	0	ㅇ	엔
予	U+4E88	0	ㅇ	여
伃	U+4F03	0	ㅇ	여
余	U+4F59	0	ㅇ	여
侞	U+4F9E	0	ㅇ	여
侶	U+4FB6	0	ㅇ	여
儢	U+5122	0	ㅇ	여
儷	U+5137	0	ㅇ	여
勴	U+52F4	0	ㅇ	여
勵	U+52F5	0	ㅇ	여
厲	U+53B2	0	ㅇ	여
呂	U+5442	0	ㅇ	여
女	U+5973	0	ㅇ	여
如	U+5982	0	ㅇ	여
妤	U+59A4	0	ㅇ	여
孋	U+5B4B	0	ㅇ	여
廬	U+5EEC	0	ㅇ	여
忬	U+5FEC	0	ㅇ	여
悆	U+6086	0	ㅇ	여
悇	U+6087	0	ㅇ	여
慮	U+616E	0	ㅇ	여
戾	U+623E	0	ㅇ	여
旅	U+65C5	0	ㅇ	여
曞	U+66DE	0	ㅇ	여
曥	U+66E5	0	ㅇ	여
梠	U+68A0	0	ㅇ	여
櫚	U+6ADA	0	ㅇ	여
歟	U+6B5F	0	ㅇ	여
汝	U+6C5D	0	ㅇ	여
沴	U+6CB4	0	ㅇ	여
洳	U+6D33	0	ㅇ	여
濾	U+6FFE	0	ㅇ	여
珕	U+73D5	0	ㅇ	여
璵	U+74B5	0	ㅇ	여
癘	U+7658	0	ㅇ	여
礖	U+7916	0	ㅇ	여
礪	U+792A	0	ㅇ	여
糲	U+7CF2	0	ㅇ	여
膂	U+8182	0	ㅇ	여
舁	U+8201	0	ㅇ	여
與	U+8207	0	ㅇ	여
艅	U+8245	0	ㅇ	여
茹	U+8339	0	ㅇ	여
藜	U+85DC	0	ㅇ	여
蠡	U+8821	0	ㅇ	여
蠣	U+8823	0	ㅇ	여
輿	U+8F3F	0	ㅇ	여
轝	U+8F5D	0	ㅇ	여
邌	U+908C	0	ㅇ	여
鑢	U+9462	0	ㅇ	여
閭	U+95AD	0	ㅇ	여
餘	U+9918	0	ㅇ	여
驢	U+9A62	0	ㅇ	여
驪	U+9A6A	0	ㅇ	여
麗	U+9E97	0	ㅇ	여
黎	U+9ECE	0	ㅇ	여
亦	U+4EA6	0	ㅇ	역
力	U+529B	0	ㅇ	역
域	U+57DF	0	ㅇ	역
嶧	U+5DA7	0	ㅇ	역
役	U+5F79	0	ㅇ	역
惄	U+60C4	0	ㅇ	역
懌	U+61CC	0	ㅇ	역
攊	U+650A	0	ㅇ	역
易	U+6613	0	ㅇ	역
晹	U+6679	0	ㅇ	역
曆	U+66C6	0	ㅇ	역
曎	U+66CE	0	ㅇ	역
櫟	U+6ADF	0	ㅇ	역
櫪	U+6AEA	0	ㅇ	역
歷	U+6B77	0	ㅇ	역
淢	U+6DE2	0	ㅇ	역
瀝	U+701D	0	ㅇ	역
疫	U+75AB	0	ㅇ	역
癧	U+7667	0	ㅇ	역
礫	U+792B	0	ㅇ	역
繹	U+7E79	0	ㅇ	역
譯	U+8B6F	0	ㅇ	역
轢	U+8F62	0	ㅇ	역
轣	U+8F63	0	ㅇ	역
逆	U+9006	0	ㅇ	역
酈	U+9148	0	ㅇ	역
閾	U+95BE	0	ㅇ	역
靂	U+9742	0	ㅇ	역
驛	U+9A5B	0	ㅇ	역
㜣	U+3723	0	ㅇ	연
㳄	U+3CC4	0	ㅇ	연
㵪	U+3D6A	0	ㅇ	연
䂩	U+40A9	0	ㅇ	연
䄗	U+4117	0	ㅇ	연
䜌	U+470C	0	ㅇ	연
䲻	U+4CBB	0	ㅇ	연
僆	U+50C6	0	ㅇ	연
兖	U+5156	0	ㅇ	연
兗	U+5157	0	ㅇ	연
嚥	U+56A5	0	ㅇ	연
囦	U+56E6	0	ㅇ	연
均	U+5747	0	ㅇ	연
埏	U+57CF	0	ㅇ	연
堜	U+581C	0	ㅇ	연
堧	U+5827	0	ㅇ	연
壖	U+58D6	0	ㅇ	연
奱	U+5971	0	ㅇ	연
妍	U+598D	0	ㅇ	연
姢	U+59E2	0	ㅇ	연
姸	U+59F8	0	ㅇ	연
娟	U+5A1F	0	ㅇ	연
娫	U+5A2B	0	ㅇ	연
嬿	U+5B3F	0	ㅇ	연
孌	U+5B4C	0	ㅇ	연
宴	U+5BB4	0	ㅇ	연
年	U+5E74	0	ㅇ	연
延	U+5EF6	0	ㅇ	연
悁	U+6081	0	ㅇ	연
憐	U+6190	0	ㅇ	연
戀	U+6200	0	ㅇ	연
戭	U+622D	0	ㅇ	연
抁	U+6281	0	ㅇ	연
挻	U+633B	0	ㅇ	연
捐	U+6350	0	ㅇ	연
掾	U+63BE	0	ㅇ	연
撚	U+649A	0	ㅇ	연
攣	U+6523	0	ㅇ	연
棩	U+68E9	0	ㅇ	연
椽	U+693D	0	ㅇ	연
楝	U+695D	0	ㅇ	연
橪	U+6A6A	0	ㅇ	연
櫞	U+6ADE	0	ㅇ	연
沇	U+6C87	0	ㅇ	연
涎	U+6D8E	0	ㅇ	연
涓	U+6D93	0	ㅇ	연
淵	U+6DF5	0	ㅇ	연
渊	U+6E0A	0	ㅇ	연
渷	U+6E37	0	ㅇ	연
湅	U+6E45	0	ㅇ	연
溎	U+6E8E	0	ㅇ	연
演	U+6F14	0	ㅇ	연
漣	U+6F23	0	ㅇ	연
灁	U+7041	0	ㅇ	연
烟	U+70DF	0	ㅇ	연
然	U+7136	0	ㅇ	연
煉	U+7149	0	ㅇ	연
煙	U+7159	0	ㅇ	연
燃	U+71C3	0	ㅇ	연
燕	U+71D5	0	ㅇ	연
珚	U+73DA	0	ㅇ	연
瑌	U+744C	0	ㅇ	연
璉	U+7489	0	ㅇ	연
瓀	U+74C0	0	ㅇ	연
硏	U+784F	0	ㅇ	연
硯	U+786F	0	ㅇ	연
碝	U+789D	0	ㅇ	연
碾	U+78BE	0	ㅇ	연
秊	U+79CA	0	ㅇ	연
筵	U+7B75	0	ㅇ	연
緣	U+7DE3	0	ㅇ	연
練	U+7DF4	0	ㅇ	연
縯	U+7E2F	0	ㅇ	연
耎	U+800E	0	ㅇ	연
聯	U+806F	0	ㅇ	연
肙	U+8099	0	ㅇ	연
胭	U+80ED	0	ㅇ	연
臙	U+81D9	0	ㅇ	연
臠	U+81E0	0	ㅇ	연
莚	U+839A	0	ㅇ	연
蓮	U+84EE	0	ㅇ	연
蜵	U+8735	0	ㅇ	연
蠕	U+8815	0	ㅇ	연
衍	U+884D	0	ㅇ	연
讌	U+8B8C	0	ㅇ	연
軟	U+8EDF	0	ㅇ	연
輦	U+8F26	0	ㅇ	연
輭	U+8F2D	0	ㅇ	연
連	U+9023	0	ㅇ	연
郔	U+90D4	0	ㅇ	연
酀	U+9140	0	ㅇ	연
醼	U+91BC	0	ㅇ	연
鉛	U+925B	0	ㅇ	연
鋋	U+92CB	0	ㅇ	연
鍊	U+934A	0	ㅇ	연
鏈	U+93C8	0	ㅇ	연
鰊	U+9C0A	0	ㅇ	연
鰱	U+9C31	0	ㅇ	연
鳶	U+9CF6	0	ㅇ	연
蓮	U+F999	0	ㅇ	연
𨏶	U+283F6	0	ㅇ	연
沿	U+2F8FC	0	ㅇ	연
冽	U+51BD	0	ㅇ	열
列	U+5217	0	ㅇ	열
劣	U+52A3	0	ㅇ	열
咽	U+54BD	0	ㅇ	열
噎	U+564E	0	ㅇ	열
姴	U+59F4	0	ㅇ	열
悅	U+6085	0	ㅇ	열
挒	U+6312	0	ㅇ	열
捩	U+6369	0	ㅇ	열
栵	U+6835	0	ㅇ	열
洌	U+6D0C	0	ㅇ	열
涅	U+6D85	0	ㅇ	열
潱	U+6F71	0	ㅇ	열
烈	U+70C8	0	ㅇ	열
熱	U+71B1	0	ㅇ	열
裂	U+88C2	0	ㅇ	열
說	U+8AAA	0	ㅇ	열
閱	U+95B1	0	ㅇ	열
颲	U+98B2	0	ㅇ	열
冉	U+5189	0	ㅇ	염
厭	U+53AD	0	ㅇ	염
嬮	U+5B2E	0	ㅇ	염
廉	U+5EC9	0	ㅇ	염
念	U+5FF5	0	ㅇ	염
恬	U+606C	0	ㅇ	염
懕	U+61D5	0	ㅇ	염
扊	U+624A	0	ㅇ	염
拈	U+62C8	0	ㅇ	염
捻	U+637B	0	ㅇ	염
斂	U+6582	0	ㅇ	염
染	U+67D3	0	ㅇ	염
槏	U+69CF	0	ㅇ	염
檿	U+6ABF	0	ㅇ	염
殮	U+6BAE	0	ㅇ	염
濂	U+6FC2	0	ㅇ	염
瀲	U+7032	0	ㅇ	염
灩	U+7069	0	ㅇ	염
炎	U+708E	0	ㅇ	염
焰	U+7130	0	ㅇ	염
猒	U+7312	0	ㅇ	염
琰	U+7430	0	ㅇ	염
磏	U+78CF	0	ㅇ	염
簾	U+7C3E	0	ㅇ	염
艶	U+8276	0	ㅇ	염
艷	U+8277	0	ㅇ	염
苒	U+82D2	0	ㅇ	염
閻	U+95BB	0	ㅇ	염
饜	U+995C	0	ㅇ	염
髥	U+9AE5	0	ㅇ	염
魘	U+9B58	0	ㅇ	염
鹽	U+9E7D	0	ㅇ	염
黶	U+9EF6	0	ㅇ	염
偞	U+505E	0	ㅇ	엽
惗	U+60D7	0	ㅇ	엽
曄	U+66C4	0	ㅇ	엽
曅	U+66C5	0	ㅇ	엽
枼	U+67BC	0	ㅇ	엽
熀	U+7180	0	ㅇ	엽
燁	U+71C1	0	ㅇ	엽
爗	U+7217	0	ㅇ	엽
獵	U+7375	0	ㅇ	엽
瞱	U+77B1	0	ㅇ	엽
葉	U+8449	0	ㅇ	엽
躐	U+8E90	0	ㅇ	엽
靨	U+9768	0	ㅇ	엽
鬣	U+9B23	0	ㅇ	엽
葉	U+F96E	0	ㅇ	엽
䀴	U+4034	0	ㅇ	영
䁐	U+4050	0	ㅇ	영
䕦	U+4566	0	ㅇ	영
䨍	U+4A0D	0	ㅇ	영
䪯	U+4AAF	0	ㅇ	영
令	U+4EE4	0	ㅇ	영
伶	U+4F36	0	ㅇ	영
佞	U+4F5E	0	ㅇ	영
偀	U+5040	0	ㅇ	영
儜	U+511C	0	ㅇ	영
另	U+53E6	0	ㅇ	영
呤	U+5464	0	ㅇ	영
咏	U+548F	0	ㅇ	영
嚀	U+5680	0	ㅇ	영
囹	U+56F9	0	ㅇ	영
坽	U+577D	0	ㅇ	영
姈	U+59C8	0	ㅇ	영
嬰	U+5B30	0	ㅇ	영
嬴	U+5B34	0	ㅇ	영
孾	U+5B7E	0	ㅇ	영
寗	U+5BD7	0	ㅇ	영
寧	U+5BE7	0	ㅇ	영
岭	U+5CAD	0	ㅇ	영
岺	U+5CBA	0	ㅇ	영
嶸	U+5DB8	0	ㅇ	영
嶺	U+5DBA	0	ㅇ	영
廮	U+5EEE	0	ㅇ	영
影	U+5F71	0	ㅇ	영
怜	U+601C	0	ㅇ	영
攖	U+6516	0	ㅇ	영
映	U+6620	0	ㅇ	영
昤	U+6624	0	ㅇ	영
暎	U+668E	0	ㅇ	영
朎	U+670E	0	ㅇ	영
朠	U+6720	0	ㅇ	영
柃	U+67C3	0	ㅇ	영
柍	U+67CD	0	ㅇ	영
栄	U+6804	0	ㅇ	영
栐	U+6810	0	ㅇ	영
楹	U+6979	0	ㅇ	영
榮	U+69AE	0	ㅇ	영
欞	U+6B1E	0	ㅇ	영
永	U+6C38	0	ㅇ	영
泠	U+6CE0	0	ㅇ	영
泳	U+6CF3	0	ㅇ	영
浧	U+6D67	0	ㅇ	영
渶	U+6E36	0	ㅇ	영
潁	U+6F41	0	ㅇ	영
澪	U+6FAA	0	ㅇ	영
濘	U+6FD8	0	ㅇ	영
濚	U+6FDA	0	ㅇ	영
濴	U+6FF4	0	ㅇ	영
瀛	U+701B	0	ㅇ	영
瀯	U+702F	0	ㅇ	영
瀴	U+7034	0	ㅇ	영
煐	U+7150	0	ㅇ	영
營	U+71DF	0	ㅇ	영
獰	U+7370	0	ㅇ	영
玲	U+73B2	0	ㅇ	영
瑛	U+745B	0	ㅇ	영
瑩	U+7469	0	ㅇ	영
甯	U+752F	0	ㅇ	영
癭	U+766D	0	ㅇ	영
皊	U+768A	0	ㅇ	영
盈	U+76C8	0	ㅇ	영
砱	U+7831	0	ㅇ	영
碤	U+78A4	0	ㅇ	영
禜	U+799C	0	ㅇ	영
秢	U+79E2	0	ㅇ	영
穎	U+7A4E	0	ㅇ	영
笭	U+7B2D	0	ㅇ	영
縈	U+7E08	0	ㅇ	영
纓	U+7E93	0	ㅇ	영
羚	U+7F9A	0	ㅇ	영
翎	U+7FCE	0	ㅇ	영
聆	U+8046	0	ㅇ	영
苓	U+82D3	0	ㅇ	영
英	U+82F1	0	ㅇ	영
荣	U+8363	0	ㅇ	영
蛉	U+86C9	0	ㅇ	영
蠑	U+8811	0	ㅇ	영
詅	U+8A45	0	ㅇ	영
詠	U+8A60	0	ㅇ	영
謍	U+8B0D	0	ㅇ	영
賏	U+8CCF	0	ㅇ	영
贏	U+8D0F	0	ㅇ	영
軨	U+8EE8	0	ㅇ	영
迎	U+8FCE	0	ㅇ	영
逞	U+901E	0	ㅇ	영
郢	U+90E2	0	ㅇ	영
鈴	U+9234	0	ㅇ	영
鍈	U+9348	0	ㅇ	영
鐛	U+941B	0	ㅇ	영
零	U+96F6	0	ㅇ	영
霙	U+9719	0	ㅇ	영
靈	U+9748	0	ㅇ	영
韺	U+97FA	0	ㅇ	영
領	U+9818	0	ㅇ	영
鴒	U+9D12	0	ㅇ	영
鹷	U+9E77	0	ㅇ	영
齡	U+9F61	0	ㅇ	영
𢥏	U+2294F	0	ㅇ	영
㙯	U+366F	0	ㅇ	예
䜭	U+472D	0	ㅇ	예
䢃	U+4883	0	ㅇ	예
乂	U+4E42	0	ㅇ	예
例	U+4F8B	0	ㅇ	예
倪	U+502A	0	ㅇ	예
兒	U+5152	0	ㅇ	예
刈	U+5208	0	ㅇ	예
勩	U+52E9	0	ㅇ	예
医	U+533B	0	ㅇ	예
叡	U+53E1	0	ㅇ	예
呭	U+546D	0	ㅇ	예
囈	U+56C8	0	ㅇ	예
埶	U+57F6	0	ㅇ	예
堄	U+5804	0	ㅇ	예
壡	U+58E1	0	ㅇ	예
婗	U+5A57	0	ㅇ	예
嫕	U+5AD5	0	ㅇ	예
嫛	U+5ADB	0	ㅇ	예
帠	U+5E20	0	ㅇ	예
惢	U+60E2	0	ㅇ	예
拽	U+62FD	0	ㅇ	예
掜	U+639C	0	ㅇ	예
曳	U+66F3	0	ㅇ	예
枍	U+678D	0	ㅇ	예
枘	U+6798	0	ㅇ	예
枻	U+67BB	0	ㅇ	예
栵	U+6835	0	ㅇ	예
橤	U+6A64	0	ㅇ	예
汭	U+6C6D	0	ㅇ	예
淣	U+6DE3	0	ㅇ	예
澧	U+6FA7	0	ㅇ	예
濊	U+6FCA	0	ㅇ	예
猊	U+730A	0	ㅇ	예
獩	U+7369	0	ㅇ	예
玴	U+73B4	0	ㅇ	예
瘱	U+7631	0	ㅇ	예
睨	U+7768	0	ㅇ	예
睿	U+777F	0	ㅇ	예
瞖	U+7796	0	ㅇ	예
礼	U+793C	0	ㅇ	예
禮	U+79AE	0	ㅇ	예
穢	U+7A62	0	ㅇ	예
繄	U+7E44	0	ㅇ	예
繠	U+7E60	0	ㅇ	예
羿	U+7FBF	0	ㅇ	예
翳	U+7FF3	0	ㅇ	예
艾	U+827E	0	ㅇ	예
