# 《通用规范汉字表》（2013年） 
# https://github.com/cdtym/digital-table-of-general-standard-chinese-characters
#
# 原表8105字
# 附表一繁体字列2648字（传承字）
# 附表一异体字列1023字
# 全表共计11776=8105+2648+1023字
# 其中133字分别出现2次，去重后共11643字。
# 繁简关系：无繁体组5552、一一对应组2445、复杂对应组108（其有96组一个规范字对应多个繁体字（或传承字））。
# 
# 缺少编码
# 其中有5个异体字字未进行unicode编码，分别是：
# 610_1_3	⿰韋刄 	
# 1360_0_1	⿰王冊 # 1360_0_1可认同到“珊”（参考港台字形，同码异形）
# 2424_0_2	⿰氵⿱⿻夕丶缶 # 2424_0_2疑似可以认同到“滛”U+6EDB，参考校编本《第一批异体字整理表》，顾雪枫 编著，苏州大学出版社
# 3317_0_2	⿰扌㕘	# 3317_0_2疑似可以认同到“撡”U+64A1，参考《语言文字规范标准 (教育部语言文字信息管理司组编)》 
# 4225_0_1	⿰口芉	# 4225_0_1疑似可以认同到“哶”U+54F6

# 序号	汉字	Unicode		
4561	俸	U+4FF8
4562	倩	U+5029
4563	俵	U+4FF5
4564	偌	U+504C
4565	俳	U+4FF3
4566	俶	U+4FF6
4567	倬	U+502C
4568	倏	U+500F
4568_0_1	倐	U+5010
4568_0_2	儵	U+5135
4569	恁	U+6041
4570	倭	U+502D
4571	倪	U+502A
4572	俾	U+4FFE
4573	倜	U+501C
4574	隼	U+96BC
4575	隽	U+96BD
4575_0_1	雋	U+96CB
4576	倌	U+500C
4577	倥	U+5025
4578	臬	U+81EC
4579	皋	U+768B
4579_0_1	皐	U+7690
4579_0_2	臯	U+81EF
4580	郫	U+90EB
4581	倨	U+5028
4582	衄	U+8844
4582_0_1	衂	U+8842
4582_0_2	䶊	U+4D8A
4583	颀	U+9880
4583_1	頎	U+980E
4584	徕	U+5F95
4584_1	徠	U+5FA0
4585	舫	U+822B
4586	釜	U+91DC
4587	奚	U+595A
4588	衾	U+887E
4589	胯	U+80EF
4590	胱	U+80F1
4591	胴	U+80F4
4592	胭	U+80ED
4592_0_1	臙	U+81D9
4593	脍	U+810D
4593_1	膾	U+81BE
4594	胼	U+80FC
4595	朕	U+6715
4596	脒	U+8112
4597	胺	U+80FA
4598	鸱	U+9E31
4598_1	鴟	U+9D1F
4599	玺	U+73BA
4599_1	璽	U+74BD
4600	鸲	U+9E32
4600_1	鴝	U+9D1D
4601	狷	U+72F7
4601_0_1	獧	U+7367
4602	猁	U+7301
4603	狳	U+72F3
4604	猃	U+7303
4604_1	獫	U+736B
4605	狺	U+72FA
4606	逖	U+9016
4607	桀	U+6840
4608	袅	U+8885
4608_1	裊	U+88CA
4608_1_1	嫋	U+5ACB
4608_1_2	褭	U+892D
4608_1_3	嬝	U+5B1D
4609	饽	U+997D
4609_1	餑	U+9911
4610	凇	U+51C7
4611	栾	U+683E
4611_1	欒	U+6B12
4612	挛	U+631B
4612_1	攣	U+6523
4613	亳	U+4EB3
4614	疳	U+75B3
4615	疴	U+75B4
4615_0_1	痾	U+75FE
4616	疸	U+75B8
4617	疽	U+75BD
4618	痈	U+75C8
4618_1	癰	U+7670
4619	疱	U+75B1
4619_0_1	皰	U+76B0
4620	痂	U+75C2
4621	痉	U+75C9
4621_1	痙	U+75D9
4622	衮	U+886E
4623	凋	U+51CB
4624	颃	U+9883
4624_1	頏	U+980F
4625	恣	U+6063
4626	旆	U+65C6
4627	旄	U+65C4
4628	旃	U+65C3
4629	阃	U+9603
4629_1	閫	U+95AB
4630	阄	U+9604
4630_1	鬮	U+9B2E
4631	訚	U+8A1A
4631_1	誾	U+8ABE
4632	阆	U+9606
4632_1	閬	U+95AC
4633	恙	U+6059
4634	粑	U+7C91
4635	朔	U+6714
4636	郸	U+90F8
4636_1	鄲	U+9132
4637	烜	U+70DC
4638	烨	U+70E8
4638_1	燁	U+71C1
4638_1_1	爗	U+7217
4639	烩	U+70E9
4639_1	燴	U+71F4
4640	烊	U+70CA
4641	剡	U+5261
4642	郯	U+90EF
4643	烬	U+70EC
4643_1	燼	U+71FC
4644	涑	U+6D91
4645	浯	U+6D6F
4646	涞	U+6D9E
4646_1	淶	U+6DF6
4647	涟	U+6D9F
4647_1	漣	U+6F23
4648	娑	U+5A11
4649	涅	U+6D85
4649_0_1	湼	U+6E7C
4650	涠	U+6DA0
4650_1	潿	U+6F7F
4651	浞	U+6D5E
4652	涓	U+6D93
4653	浥	U+6D65
4654	涔	U+6D94
4655	浜	U+6D5C
4656	浠	U+6D60
4657	浣	U+6D63
4657_0_1	澣	U+6FA3
4658	浚	U+6D5A
4658_0_1	濬	U+6FEC
4659	悚	U+609A
4660	悭	U+60AD
4660_1	慳	U+6173
4661	悝	U+609D
4662	悒	U+6092
4663	悌	U+608C
4664	悛	U+609B
4665	宸	U+5BB8
4666	窈	U+7A88
4667	剜	U+525C
4668	诹	U+8BF9
4668_1	諏	U+8ACF
4669	冢	U+51A2
4669_0_1	塚	U+585A
4670	诼	U+8BFC
4670_1	諑	U+8AD1
4671	袒	U+8892
4671_0_1	襢	U+8962
4672	袢	U+88A2
4673	祯	U+796F
4673_1	禎	U+798E
4674	诿	U+8BFF
4674_1	諉	U+8AC9
4675	谀	U+8C00
4675_1	諛	U+8ADB
4676	谂	U+8C02
4676_1	諗	U+8AD7
4677	谄	U+8C04
4677_1	諂	U+8AC2
4677_1_1	謟	U+8B1F
4678	谇	U+8C07
4678_1	誶	U+8AB6
4679	屐	U+5C50
4680	屙	U+5C59
4681	陬	U+966C
4682	勐	U+52D0
4683	奘	U+5958
4684	牂	U+7242
4685	蚩	U+86A9
4686	陲	U+9672
4687	姬	U+59EC
4688	娠	U+5A20
4689	娌	U+5A0C
4690	娉	U+5A09
4691	娲	U+5A32
4691_1	媧	U+5AA7
4692	娩	U+5A29
4693	娴	U+5A34
4693_1	嫻	U+5AFB
4693_1_1	嫺	U+5AFA
4694	娣	U+5A23
4695	娓	U+5A13
4696	婀	U+5A40
4696_0_1	娿	U+5A3F
4697	畚	U+755A
4698	逡	U+9021
4699	绠	U+7EE0
4699_1	綆	U+7D86
4700	骊	U+9A8A
4700_1	驪	U+9A6A
4701	绡	U+7EE1
4701_1	綃	U+7D83
4702	骋	U+9A8B
4702_1	騁	U+9A01
4703	绥	U+7EE5
4703_1	綏	U+7D8F
4704	绦	U+7EE6
4704_1	縧	U+7E27
4704_1_1	絛	U+7D5B
4704_1_2	縚	U+7E1A
4705	绨	U+7EE8
4705_1	綈	U+7D88
4706	骎	U+9A8E
4706_1	駸	U+99F8
4707	邕	U+9095
4708	鸶	U+9E36
4708_1	鷥	U+9DE5
4709	彗	U+5F57
4710	耜	U+801C
4711	焘	U+7118
4711_1	燾	U+71FE
4712	舂	U+8202
4713	琏	U+740F
4713_1	璉	U+7489
4714	琇	U+7407
4715	麸	U+9EB8
4715_1	麩	U+9EA9
4715_1_1	粰	U+7CB0
4715_1_2	䴸	U+4D38
4716	揶	U+63F6
4717	埴	U+57F4
4718	埯	U+57EF
4719	捯	U+636F
4720	掳	U+63B3
4720_1	擄	U+64C4
4721	掴	U+63B4
4721_1	摑	U+6451
4722	埸	U+57F8
4723	埵	U+57F5
4724	赧	U+8D67
4725	埤	U+57E4
4726	捭	U+636D
4727	逵	U+9035
4728	埝	U+57DD
4729	堋	U+580B
4730	堍	U+580D
4731	掬	U+63AC
4732	鸷	U+9E37
4732_1	鷙	U+9DD9
4733	掖	U+6396
4734	捽	U+637D
4735	掊	U+638A
4736	堉	U+5809
4737	掸	U+63B8
4737_1	撣	U+64A3
4738	捩	U+6369
4739	掮	U+63AE
4740	悫	U+60AB
4740_1	慤	U+6164
4741	埭	U+57ED
4742	埽	U+57FD
4743	掇	U+6387
4744	掼	U+63BC
4744_1	摜	U+645C
4745	聃	U+8043
4746	菁	U+83C1
4747	萁	U+8401
4748	菘	U+83D8
4749	堇	U+5807
4750	萘	U+8418
4751	萋	U+840B
4752	菽	U+83FD
4753	菖	U+83D6
4754	萜	U+841C
4755	萸	U+8438
4756	萑	U+8411
4757	棻	U+68FB
4758	菔	U+83D4
4759	菟	U+83DF
4760	萏	U+840F
4761	萃	U+8403
4762	菏	U+83CF
4763	菹	U+83F9
4764	菪	U+83EA
4765	菅	U+83C5
4766	菀	U+83C0
4767	萦	U+8426
4767_1	縈	U+7E08
4768	菰	U+83F0
4769	菡	U+83E1
4770	梵	U+68B5
4771	梿	U+68BF
4771_1	槤	U+69E4
4772	梏	U+688F
4773	觋	U+89CB
4773_1	覡	U+89A1
4774	桴	U+6874
4775	桷	U+6877
4776	梓	U+6893
4777	棁	U+68C1
4778	桫	U+686B
4779	棂	U+68C2
4779_1	欞	U+6B1E
4780	啬	U+556C
4780_1	嗇	U+55C7
4781	郾	U+90FE
4782	匮	U+532E
4782_1	匱	U+5331
4783	敕	U+6555
4783_0_1	勅	U+52C5
4783_0_2	勑	U+52D1
4784	豉	U+8C49
4785	鄄	U+9104
4786	酞	U+915E
4787	酚	U+915A
4788	戛	U+621B
4788_0_1	戞	U+621E
4789	硎	U+784E
4790	硭	U+786D
4791	硒	U+7852
4792	硖	U+7856
4792_1	硤	U+7864
4793	硗	U+7857
4793_1	磽	U+78FD
4794	硐	U+7850
4795	硇	U+7847
4796	硌	U+784C
4797	鸸	U+9E38
4797_1	鴯	U+9D2F
4798	瓠	U+74E0
4799	匏	U+530F
4800	厩	U+53A9
4800_0_1	廐	U+5ED0
4800_0_2	廄	U+5EC4
4801	龚	U+9F9A
4801_1	龔	U+9F94
4802	殒	U+6B92
4802_1	殞	U+6B9E
4803	殓	U+6B93
4803_1	殮	U+6BAE
4804	殍	U+6B8D
4805	赉	U+8D49
4805_1	賚	U+8CDA
4806	雩	U+96E9
4807	辄	U+8F84
4807_1	輒	U+8F12
4807_1_1	輙	U+8F19
4808	堑	U+5811
4808_1	塹	U+5879
4809	眭	U+772D
4810	眦	U+7726
4810_0_1	眥	U+7725
4811	啧	U+5567
4811_1	嘖	U+5616
4812	晡	U+6661
4813	晤	U+6664
4814	眺	U+773A
4814_0_1	覜	U+899C
4815	眵	U+7735
4816	眸	U+7738
4817	圊	U+570A
4818	喏	U+558F
4819	喵	U+55B5
4820	啉	U+5549
4821	勖	U+52D6
4821_0_1	勗	U+52D7
4822	晞	U+665E
4823	唵	U+5535
4824	晗	U+6657
4825	冕	U+5195
4826	啭	U+556D
4826_1	囀	U+56C0
4827	畦	U+7566
4828	趺	U+8DBA
4829	啮	U+556E
4829_1	嚙	U+5699
4829_1_1	齧	U+9F67
4829_1_2	囓	U+56D3
4830	跄	U+8DC4
4830_1	蹌	U+8E4C
4831	蚶	U+86B6
4832	蛄	U+86C4
4833	蛎	U+86CE
4833_1	蠣	U+8823
4834	蛆	U+86C6
4835	蚰	U+86B0
4836	蛊	U+86CA
4836_1	蠱	U+8831
4837	圉	U+5709
4838	蚱	U+86B1
4839	蛉	U+86C9
4840	蛏	U+86CF
4840_1	蟶	U+87F6
4841	蚴	U+86B4
4842	啁	U+5541
4843	啕	U+5555
4844	唿	U+553F
4845	啐	U+5550
4846	唼	U+553C
4847	唷	U+5537
4848	啖	U+5556
4848_0_1	啗	U+5557
4848_0_2	噉	U+5649
4849	啵	U+5575
4850	啶	U+5576
4851	啷	U+5577
4852	唳	U+5533
4853	唰	U+5530
4854	啜	U+555C
4855	帻	U+5E3B
4855_1	幘	U+5E58
4856	崚	U+5D1A
4857	崦	U+5D26
4858	帼	U+5E3C
4858_1	幗	U+5E57
4859	崮	U+5D2E
4860	崤	U+5D24
4861	崆	U+5D06
4862	赇	U+8D47
4862_1	賕	U+8CD5
4863	赈	U+8D48
4863_1	賑	U+8CD1
4864	赊	U+8D4A
4864_1	賒	U+8CD2
4865	铑	U+94D1
4865_1	銠	U+92A0
4866	铒	U+94D2
4866_1	鉺	U+927A
4867	铗	U+94D7
4867_1	鋏	U+92CF
4868	铙	U+94D9
4868_1	鐃	U+9403
4869	铟	U+94DF
4869_1	銦	U+92A6
4870	铠	U+94E0
4870_1	鎧	U+93A7
4871	铡	U+94E1
4871_1	鍘	U+9358
4872	铢	U+94E2
4872_1	銖	U+9296
4873	铣	U+94E3
4873_1	銑	U+9291
4874	铤	U+94E4
4874_1	鋌	U+92CC
4875	铧	U+94E7
4875_1	鏵	U+93F5
4876	铨	U+94E8
4876_1	銓	U+9293
4877	铩	U+94E9
4877_1	鎩	U+93A9
4878	铪	U+94EA
4878_1	鉿	U+927F
4879	铫	U+94EB
4879_1	銚	U+929A
4880	铬	U+94EC
4880_1	鉻	U+927B
4881	铮	U+94EE
4881_1	錚	U+931A
4882	铯	U+94EF
4882_1	銫	U+92AB
4883	铰	U+94F0
4883_1	鉸	U+9278
4884	铱	U+94F1
4884_1	銥	U+92A5
4885	铳	U+94F3
4885_1	銃	U+9283
4886	铵	U+94F5
4886_1	銨	U+92A8
4887	铷	U+94F7
4887_1	銣	U+92A3
4888	氪	U+6C2A
4889	牾	U+727E
4890	鸹	U+9E39
4890_1	鴰	U+9D30
4891	秾	U+79FE
4891_1	穠	U+7A60
4892	逶	U+9036
4893	笺	U+7B3A
4893_1	箋	U+7B8B
4893_1_1	牋	U+724B
4893_1_2	椾	U+693E
4894	筇	U+7B47
4895	笸	U+7B38
4896	笪	U+7B2A
4897	笮	U+7B2E
4898	笠	U+7B20
4899	笥	U+7B25
4900	笤	U+7B24
4901	笳	U+7B33
4902	笾	U+7B3E
4902_1	籩	U+7C69
4903	笞	U+7B1E
4904	偾	U+507E
4904_1	僨	U+50E8
4905	偃	U+5043
4906	偕	U+5055
4907	偈	U+5048
4908	傀	U+5080
4909	偬	U+506C
4909_0_1	傯	U+50AF
4910	偻	U+507B
4910_1	僂	U+50C2
4911	皑	U+7691
4911_1	皚	U+769A
4912	皎	U+768E
4913	鸻	U+9E3B
4913_1	鴴	U+9D34
4914	徜	U+5F9C
4915	舸	U+8238
4916	舻	U+823B
4916_1	艫	U+826B
4917	舴	U+8234
4918	舷	U+8237
4919	龛	U+9F9B
4919_1	龕	U+9F95
4920	翎	U+7FCE
4921	脬	U+812C
4922	脘	U+8118
4923	脲	U+8132
4924	匐	U+5310
4925	猗	U+7317
4926	猡	U+7321
4926_1	玀	U+7380
4927	猞	U+731E
4928	猝	U+731D
4929	斛	U+659B
4930	猕	U+7315
4930_1	獼	U+737C
4931	馗	U+9997
4932	馃	U+9983
4932_1	餜	U+991C
4933	馄	U+9984
4933_1	餛	U+991B
4934	鸾	U+9E3E
4934_1	鸞	U+9E1E
4935	孰	U+5B70
4936	庹	U+5EB9
4937	庾	U+5EBE
4938	痔	U+75D4
4939	痍	U+75CD
4940	疵	U+75B5
4941	翊	U+7FCA
4942	旌	U+65CC
4943	旎	U+65CE
4944	袤	U+88A4
4945	阇	U+9607
4945_1	闍	U+95CD
4946	阈	U+9608
4946_1	閾	U+95BE
4947	阉	U+9609
4947_1	閹	U+95B9
4948	阊	U+960A
4948_1	閶	U+95B6
4949	阋	U+960B
4949_1	鬩	U+9B29
4950	阍	U+960D
4950_1	閽	U+95BD
4951	阏	U+960F
4951_1	閼	U+95BC
4952	羟	U+7F9F
4952_1	羥	U+7FA5
4953	粝	U+7C9D
4953_1	糲	U+7CF2
4954	粕	U+7C95
4955	敝	U+655D
4956	焐	U+7110
4957	烯	U+70EF
4958	焓	U+7113
4959	烽	U+70FD
4960	焖	U+7116
4960_1	燜	U+71DC
4961	烷	U+70F7
4962	焗	U+7117
4963	渍	U+6E0D
4963_1	漬	U+6F2C
4964	渚	U+6E1A
4965	淇	U+6DC7
4966	淅	U+6DC5
4967	淞	U+6DDE
4968	渎	U+6E0E
4968_1	瀆	U+7006
4969	涿	U+6DBF
4970	淖	U+6DD6
4971	挲	U+6332
4971_0_1	挱	U+6331
4972	淠	U+6DE0
4973	涸	U+6DB8
4974	渑	U+6E11
4974_1	澠	U+6FA0
4975	淦	U+6DE6
4976	淝	U+6DDD
4977	淬	U+6DEC
4978	涪	U+6DAA
4979	淙	U+6DD9
4980	涫	U+6DAB
4981	渌	U+6E0C
4982	淄	U+6DC4
4983	惬	U+60EC
4983_1	愜	U+611C
4983_1_1	㥦	U+3966
4984	悻	U+60BB
4985	悱	U+60B1
4986	惝	U+60DD
4987	惘	U+60D8
4988	悸	U+60B8
4989	惆	U+60C6
4990	惚	U+60DA
4991	惇	U+60C7
4991_0_1	㥫	U+396B
4992	惮	U+60EE
4992_1	憚	U+619A
4993	窕	U+7A95
4994	谌	U+8C0C
4994_1	諶	U+8AF6
4995	谏	U+8C0F
4995_1	諫	U+8AEB
4996	扈	U+6248
4997	皲	U+76B2
4997_1	皸	U+76B8
4998	谑	U+8C11
4998_1	謔	U+8B14
4999	裆	U+88C6
4999_1	襠	U+8960
5000	袷	U+88B7
5001	裉	U+88C9
5002	谒	U+8C12
5002_1	謁	U+8B01
5003	谔	U+8C14
5003_1	諤	U+8AE4
5004	谕	U+8C15
5004_1	諭	U+8AED
5005	谖	U+8C16
5005_1	諼	U+8AFC
5006	谗	U+8C17
5006_1	讒	U+8B92
5007	谙	U+8C19
5007_1	諳	U+8AF3
5008	谛	U+8C1B
5008_1	諦	U+8AE6
5009	谝	U+8C1D
5009_1	諞	U+8ADE
5010	逯	U+902F
5011	郿	U+90FF
5012	隈	U+9688
5013	粜	U+7C9C
5013_1	糶	U+7CF6
5014	隍	U+968D
5015	隗	U+9697
5016	婧	U+5A67
5017	婊	U+5A4A
5018	婕	U+5A55
5019	娼	U+5A3C
5020	婢	U+5A62
5021	婵	U+5A75
5021_1	嬋	U+5B0B
5022	胬	U+80EC
5023	袈	U+8888
5024	翌	U+7FCC
5025	恿	U+607F
5025_0_1	惥	U+60E5
5025_0_2	慂	U+6142
5026	欸	U+6B38
5027	绫	U+7EEB
5027_1	綾	U+7DBE
5028	骐	U+9A90
5028_1	騏	U+9A0F
5029	绮	U+7EEE
5029_1	綺	U+7DBA
5030	绯	U+7EEF
5030_1	緋	U+7DCB
5031	绱	U+7EF1
5031_1	緔	U+7DD4
5032	骒	U+9A92
5032_1	騍	U+9A0D
5033	绲	U+7EF2
5033_1	緄	U+7DC4
5034	骓	U+9A93
5034_1	騅	U+9A05
5035	绶	U+7EF6
5035_1	綬	U+7DAC
5036	绺	U+7EFA
5036_1	綹	U+7DB9
5037	绻	U+7EFB
5037_1	綣	U+7DA3
5038	绾	U+7EFE
5038_1	綰	U+7DB0
5039	骖	U+9A96
5039_1	驂	U+9A42
5040	缁	U+7F01
5040_1	緇	U+7DC7
5041	耠	U+8020
5042	琫	U+742B
5043	琵	U+7435
5044	琶	U+7436
5045	琪	U+742A
5046	瑛	U+745B
5047	琦	U+7426
5048	琥	U+7425
5049	琨	U+7428
5050	靓	U+9753
5050_1	靚	U+975A
5051	琰	U+7430
5052	琮	U+742E
5053	琯	U+742F
5054	琬	U+742C
5055	琛	U+741B
5056	琚	U+741A
5057	辇	U+8F87
5057_1	輦	U+8F26
5058	鼋	U+9F0B
5058_1	黿	U+9EFF
5059	揳	U+63F3
5060	堞	U+581E
5061	搽	U+643D
5062	揸	U+63F8
5063	揠	U+63E0
5064	堙	U+5819
5064_0_1	陻	U+967B
5065	趄	U+8D84
5066	揖	U+63D6
5067	颉	U+9889
5067_1	頡	U+9821
5068	塄	U+5844
5069	揿	U+63FF
5069_1	撳	U+64B3
5069_1_1	搇	U+6407
5070	耋	U+800B
5071	揄	U+63C4
5072	蛩	U+86E9
5073	蛰	U+86F0
5073_1	蟄	U+87C4
5074	塆	U+5846
5074_1	壪	U+58EA
5075	摒	U+6452
5076	揆	U+63C6
5077	掾	U+63BE
5078	聒	U+8052
5079	葑	U+8451
5080	葚	U+845A
5081	靰	U+9770
5082	靸	U+9778
5083	葳	U+8473
5084	葺	U+847A
5085	葸	U+8478
5086	萼	U+843C
5086_0_1	蕚	U+855A
5087	葆	U+8446
5088	葩	U+8469
5089	葶	U+8476
5090	蒌	U+848C
5090_1	蔞	U+851E
5091	萱	U+8431
5091_0_1	萲	U+8432
5091_0_2	蕿	U+857F
5091_0_3	蘐	U+8610
5091_0_4	藼	U+85FC
5092	戟	U+621F
5093	葭	U+846D
5094	楮	U+696E
5095	棼	U+68FC
5096	椟	U+691F
5096_1	櫝	U+6ADD
5097	棹	U+68F9
5097_0_1	櫂	U+6AC2
5098	椤	U+6924
5098_1	欏	U+6B0F
5099	棰	U+68F0
5099_0_1	箠	U+7BA0
5100	赍	U+8D4D
5100_1	賫	U+8CEB
5100_1_1	賷	U+8CF7
5100_1_2	齎	U+9F4E
5101	椋	U+690B
5102	椁	U+6901
5102_0_1	槨	U+69E8
5103	椪	U+692A
5104	棣	U+68E3
5105	椐	U+6910
5106	鹁	U+9E41
5106_1	鵓	U+9D53
5107	覃	U+8983
5108	酤	U+9164
5109	酢	U+9162
5110	酡	U+9161
5111	鹂	U+9E42
5111_1	鸝	U+9E1D
5112	厥	U+53A5
5113	殚	U+6B9A
5113_1	殫	U+6BAB
5114	殛	U+6B9B
5115	雯	U+96EF
5116	雱	U+96F1
5117	辊	U+8F8A
5117_1	輥	U+8F25
5118	辋	U+8F8B
5118_1	輞	U+8F1E
5119	椠	U+6920
5119_1	槧	U+69E7
5120	辍	U+8F8D
5120_1	輟	U+8F1F
5121	辎	U+8F8E
5121_1	輜	U+8F1C
5122	斐	U+6590
5123	睄	U+7744
5124	睑	U+7751
5124_1	瞼	U+77BC
5125	睇	U+7747
5126	睃	U+7743
5127	戢	U+6222
5128	喋	U+558B
5128_0_1	啑	U+5551
5129	嗒	U+55D2
5130	喃	U+5583
5131	喱	U+55B1
5132	喹	U+55B9
5133	晷	U+6677
5134	喈	U+5588
5135	跖	U+8DD6
5135_0_1	蹠	U+8E60
5136	跗	U+8DD7
5137	跞	U+8DDE
5137_1	躒	U+8E92
5138	跚	U+8DDA
5139	跎	U+8DCE
5140	跏	U+8DCF
5141	跆	U+8DC6
5142	蛱	U+86F1
5142_1	蛺	U+86FA
5143	蛲	U+86F2
5143_1	蟯	U+87EF
5144	蛭	U+86ED
5145	蛳	U+86F3
5145_1	螄	U+8784
5146	蛐	U+86D0
5147	蛔	U+86D4
5147_0_1	蚘	U+8698
5147_0_2	痐	U+75D0
5147_0_3	蛕	U+86D5
5147_0_4	蜖	U+8716
5148	蛞	U+86DE
5149	蛴	U+86F4
5149_1	蠐	U+8810
5150	蛟	U+86DF
5151	蛘	U+86D8
5152	喁	U+5581
5153	喟	U+559F
5154	啾	U+557E
5155	嗖	U+55D6
5156	喑	U+5591
5156_0_1	瘖	U+7616
5157	嗟	U+55DF
5158	喽	U+55BD
5158_1	嘍	U+560D
5159	嗞	U+55DE
5160	喀	U+5580
5161	喔	U+5594
5162	喙	U+5599
5163	嵘	U+5D58
5163_1	嶸	U+5DB8
5164	嵖	U+5D56
5165	崴	U+5D34
5166	遄	U+9044
5167	詈	U+8A48
5168	嵎	U+5D4E
5169	崽	U+5D3D
5170	嵬	U+5D6C
5171	嵛	U+5D5B
5172	嵯	U+5D6F
5173	嵝	U+5D5D
5173_1	嶁	U+5D81
5174	嵫	U+5D6B
5175	幄	U+5E44
5176	嵋	U+5D4B
5177	赕	U+8D55
5177_1	賧	U+8CE7
5178	铻	U+94FB
5178_1	鋙	U+92D9
5179	铼	U+94FC
5179_1	錸	U+9338
5180	铿	U+94FF
5180_1	鏗	U+93D7
5181	锃	U+9503
5181_1	鋥	U+92E5
5182	锂	U+9502
5182_1	鋰	U+92F0
5183	锆	U+9506
5183_1	鋯	U+92EF
5184	锇	U+9507
5184_1	鋨	U+92E8
5185	锉	U+9509
5185_1	銼	U+92BC
5185_1_1	剉	U+5249
5186	锏	U+950F
5186_1	鐧	U+9427
5187	锑	U+9511
5187_1	銻	U+92BB
5188	锒	U+9512
5188_1	鋃	U+92C3
5189	锔	U+9514
5189_1	鋦	U+92E6
5190	锕	U+9515
5190_1	錒	U+9312
5191	掣	U+63A3
5192	矬	U+77EC
5193	氰	U+6C30
5194	毳	U+6BF3
5195	毽	U+6BFD
5196	犊	U+728A
5196_1	犢	U+72A2
5197	犄	U+7284
5198	犋	U+728B
5199	鹄	U+9E44
5199_1	鵠	U+9D60
5200	犍	U+728D
5201	嵇	U+5D47
5202	黍	U+9ECD
5203	稃	U+7A03
5204	稂	U+7A02
5205	筚	U+7B5A
5205_1	篳	U+7BF3
5206	筵	U+7B75
5207	筌	U+7B4C
5208	傣	U+50A3
5209	傈	U+5088
5210	舄	U+8204
5211	牍	U+724D
5211_1	牘	U+7258
5212	傥	U+50A5
5212_1	儻	U+513B
5213	傧	U+50A7
5213_1	儐	U+5110
5214	遑	U+9051
5215	傩	U+50A9
5215_1	儺	U+513A
5216	遁	U+9041
5216_0_1	遯	U+906F
5217	徨	U+5FA8
5218	媭	U+5AAD
5218_1	嬃	U+5B03
5219	畲	U+7572
5220	弑	U+5F11
5221	颌	U+988C
5221_1	頜	U+981C
5222	翕	U+7FD5
5223	釉	U+91C9
5224	鹆	U+9E46
5224_1	鵒	U+9D52
5225	舜	U+821C
5226	貂	U+8C82
5227	腈	U+8148
5228	腌	U+814C
5228_0_1	醃	U+9183
5229	腓	U+8153
5230	腆	U+8146
5231	腴	U+8174
5232	腑	U+8151
5233	腚	U+815A
5234	腱	U+8171
5235	鱿	U+9C7F
5235_1	魷	U+9B77
5236	鲀	U+9C80
5236_1	魨	U+9B68
5237	鲂	U+9C82
5237_1	魴	U+9B74
5238	颍	U+988D
5238_1	潁	U+6F41
5239	猢	U+7322
5240	猹	U+7339
5241	猥	U+7325
5242	飓	U+98D3
5242_1	颶	U+98B6
5242_1_1	𩗗	U+295D7
5243	觞	U+89DE
5243_1	觴	U+89F4
5244	觚	U+89DA
5245	猱	U+7331
5246	颎	U+988E
5246_1	熲	U+71B2
5247	飧	U+98E7
5247_0_1	飱	U+98F1
5248	馇	U+9987
5248_1	餷	U+9937
5249	馊	U+998A
5249_1	餿	U+993F
5250	亵	U+4EB5
5250_1	褻	U+893B
5251	脔	U+8114
5251_1	臠	U+81E0
5252	裒	U+88D2
5253	痣	U+75E3
5254	痨	U+75E8
5254_1	癆	U+7646
5255	痦	U+75E6
5256	痞	U+75DE
5257	痤	U+75E4
5258	痫	U+75EB
5258_1	癇	U+7647
5259	痧	U+75E7
5260	赓	U+8D53
5260_1	賡	U+8CE1
5261	竦	U+7AE6
5262	瓿	U+74FF
5263	啻	U+557B
5264	颏	U+988F
5264_1	頦	U+9826
5265	鹇	U+9E47
5265_1	鷳	U+9DF3
5266	阑	U+9611
5266_1	闌	U+95CC
5267	阒	U+9612
5267_1	闃	U+95C3
5268	阕	U+9615
5268_1	闋	U+95CB
5269	粞	U+7C9E
5270	遒	U+9052
5271	孳	U+5B73
5272	焯	U+712F
5273	焜	U+711C
5274	焙	U+7119
5275	焱	U+7131
5276	鹈	U+9E48
5276_1	鵜	U+9D5C
5277	湛	U+6E5B
5278	渫	U+6E2B
5279	湮	U+6E6E
5280	湎	U+6E4E
5281	湜	U+6E5C
5282	渭	U+6E2D
5283	湍	U+6E4D
5284	湫	U+6E6B
5285	溲	U+6EB2
5286	湟	U+6E5F
5287	溆	U+6E86
5288	湲	U+6E72
5289	湔	U+6E54
5290	湉	U+6E49
5291	渥	U+6E25
5292	湄	U+6E44
5293	滁	U+6EC1
5294	愠	U+6120
5295	惺	U+60FA
5296	愦	U+6126
5296_1	憒	U+6192
5297	惴	U+60F4
5298	愀	U+6100
5299	愎	U+610E
5300	愔	U+6114
5301	喾	U+55BE
5301_1	嚳	U+56B3
5302	寐	U+5BD0
5303	谟	U+8C1F
5303_1	謨	U+8B28
5303_1_1	謩	U+8B29
5304	扉	U+6249
5305	裢	U+88E2
5305_1	褳	U+8933
5306	裎	U+88CE
5307	裥	U+88E5
5307_1	襇	U+8947
5308	祾	U+797E
5309	祺	U+797A
5310	谠	U+8C20
