# 《通用规范汉字表》（2013年） 
# https://github.com/cdtym/digital-table-of-general-standard-chinese-characters
#
# 原表8105字
# 附表一繁体字列2648字（传承字）
# 附表一异体字列1023字
# 全表共计11776=8105+2648+1023字
# 其中133字分别出现2次，去重后共11643字。
# 繁简关系：无繁体组5552、一一对应组2445、复杂对应组108（其有96组一个规范字对应多个繁体字（或传承字））。
# 
# 缺少编码
# 其中有5个异体字字未进行unicode编码，分别是：
# 610_1_3	⿰韋刄 	
# 1360_0_1	⿰王冊 # 1360_0_1可认同到“珊”（参考港台字形，同码异形）
# 2424_0_2	⿰氵⿱⿻夕丶缶 # 2424_0_2疑似可以认同到“滛”U+6EDB，参考校编本《第一批异体字整理表》，顾雪枫 编著，苏州大学出版社
# 3317_0_2	⿰扌㕘	# 3317_0_2疑似可以认同到“撡”U+64A1，参考《语言文字规范标准 (教育部语言文字信息管理司组编)》 
# 4225_0_1	⿰口芉	# 4225_0_1疑似可以认同到“哶”U+54F6

# 序号	汉字	Unicode		
3800	诒	U+8BD2
3800_1	詒	U+8A52
3801	孜	U+5B5C
3802	陇	U+9647
3802_1	隴	U+96B4
3803	陀	U+9640
3804	陂	U+9642
3805	陉	U+9649
3805_1	陘	U+9658
3806	妍	U+598D
3807	妩	U+59A9
3807_1	嫵	U+5AF5
3808	妪	U+59AA
3808_1	嫗	U+5AD7
3809	妣	U+59A3
3810	妊	U+598A
3810_0_1	姙	U+59D9
3811	妗	U+5997
3812	妫	U+59AB
3812_1	嬀	U+5B00
3813	妞	U+599E
3814	姒	U+59D2
3815	妤	U+59A4
3816	邵	U+90B5
3817	劭	U+52AD
3818	刭	U+522D
3818_1	剄	U+5244
3819	甬	U+752C
3820	邰	U+90B0
3821	纭	U+7EAD
3821_1	紜	U+7D1C
3822	纰	U+7EB0
3822_1	紕	U+7D15
3823	纴	U+7EB4
3823_1	紝	U+7D1D
3824	纶	U+7EB6
3824_1	綸	U+7DB8
3825	纾	U+7EBE
3825_1	紓	U+7D13
3826	玮	U+73AE
3826_1	瑋	U+744B
3827	玡	U+73A1
3828	玭	U+73AD
3829	玠	U+73A0
3830	玢	U+73A2
3831	玥	U+73A5
3832	玦	U+73A6
3833	盂	U+76C2
3834	忝	U+5FDD
3835	匦	U+5326
3835_1	匭	U+532D
3836	坩	U+5769
3837	抨	U+62A8
3838	拤	U+62E4
3839	坫	U+576B
3840	拈	U+62C8
3841	垆	U+5786
3841_1	壚	U+58DA
3842	抻	U+62BB
3843	劼	U+52BC
3844	拃	U+62C3
3845	拊	U+62CA
3846	坼	U+577C
3847	坻	U+577B
3848	㧟	U+39DF
3848_1	擓	U+64D3
3849	坨	U+5768
3850	坭	U+576D
3851	抿	U+62BF
3852	坳	U+5773
3852_0_1	㘭	U+362D
3853	耶	U+8036
3854	苷	U+82F7
3855	苯	U+82EF
3856	苤	U+82E4
3857	茏	U+830F
3857_1	蘢	U+8622
3858	苫	U+82EB
3859	苜	U+82DC
3860	苴	U+82F4
3861	苒	U+82D2
3862	苘	U+82D8
3863	茌	U+830C
3864	苻	U+82FB
3865	苓	U+82D3
3866	茚	U+831A
3867	茆	U+8306
3868	茑	U+8311
3868_1	蔦	U+8526
3869	茓	U+8313
3870	茔	U+8314
3870_1	塋	U+584B
3871	茕	U+8315
3871_1	煢	U+7162
3872	茀	U+8300
3873	苕	U+82D5
3874	枥	U+67A5
3874_1	櫪	U+6AEA
3875	枇	U+6787
3876	杪	U+676A
3877	杳	U+6773
3878	枧	U+67A7
3878_1	梘	U+6898
3879	杵	U+6775
3880	枨	U+67A8
3880_1	棖	U+68D6
3881	枞	U+679E
3881_1	樅	U+6A05
3882	枋	U+678B
3883	杻	U+677B
3884	杷	U+6777
3885	杼	U+677C
3886	矸	U+77F8
3887	砀	U+7800
3887_1	碭	U+78AD
3888	刳	U+5233
3889	奄	U+5944
3890	瓯	U+74EF
3890_1	甌	U+750C
3891	殁	U+6B81
3892	郏	U+90CF
3892_1	郟	U+90DF
3893	轭	U+8F6D
3893_1	軛	U+8EDB
3894	郅	U+90C5
3895	鸢	U+9E22
3895_1	鳶	U+9CF6
3896	盱	U+76F1
3897	昊	U+660A
3898	昙	U+6619
3898_1	曇	U+66C7
3899	杲	U+6772
3900	昃	U+6603
3901	咂	U+5482
3902	呸	U+5478
3903	昕	U+6615
3904	昀	U+6600
3905	旻	U+65FB
3906	昉	U+6609
3907	炅	U+7085
3908	咔	U+5494
3909	畀	U+7540
3910	虮	U+866E
3910_1	蟣	U+87E3
3911	咀	U+5480
3912	呷	U+5477
3913	黾	U+9EFE
3913_1	黽	U+9EFD
3914	呱	U+5471
3915	呤	U+5464
3916	咚	U+549A
3917	咆	U+5486
3918	咛	U+549B
3918_1	嚀	U+5680
3919	呶	U+5476
3920	呣	U+5463
3921	呦	U+5466
3922	咝	U+549D
3922_1	噝	U+565D
3923	岢	U+5CA2
3924	岿	U+5CBF
3924_1	巋	U+5DCB
3925	岬	U+5CAC
3926	岫	U+5CAB
3927	帙	U+5E19
3927_0_1	袟	U+889F
3927_0_2	袠	U+88A0
3928	岣	U+5CA3
3929	峁	U+5CC1
3930	刿	U+523F
3930_1	劌	U+528C
3931	迥	U+8FE5
3931_0_1	逈	U+9008
3932	岷	U+5CB7
3933	剀	U+5240
3933_1	剴	U+5274
3934	帔	U+5E14
3935	峄	U+5CC4
3935_1	嶧	U+5DA7
3936	沓	U+6C93
3937	囹	U+56F9
3938	罔	U+7F54
3938_0_1	㒺	U+34BA
3939	钍	U+948D
3939_1	釷	U+91F7
3940	钎	U+948E
3940_1	釺	U+91FA
3941	钏	U+948F
3941_1	釧	U+91E7
3942	钒	U+9492
3942_1	釩	U+91E9
3943	钕	U+9495
3943_1	釹	U+91F9
3944	钗	U+9497
3944_1	釵	U+91F5
3945	邾	U+90BE
3946	迮	U+8FEE
3947	牦	U+7266
3947_0_1	犛	U+729B
3947_0_2	氂	U+6C02
3948	竺	U+7AFA
3949	迤	U+8FE4
3950	佶	U+4F76
3951	佬	U+4F6C
3952	佰	U+4F70
3953	侑	U+4F91
3954	侉	U+4F89
3955	臾	U+81FE
3956	岱	U+5CB1
3957	侗	U+4F97
3958	侃	U+4F83
3958_0_1	偘	U+5058
3959	侏	U+4F8F
3960	侩	U+4FA9
3960_1	儈	U+5108
3961	佻	U+4F7B
3962	佾	U+4F7E
3963	侪	U+4FAA
3963_1	儕	U+5115
3964	佼	U+4F7C
3965	佯	U+4F6F
3966	侬	U+4FAC
3966_1	儂	U+5102
3967	帛	U+5E1B
3968	阜	U+961C
3969	侔	U+4F94
3970	徂	U+5F82
3971	刽	U+523D
3971_1	劊	U+528A
3972	郄	U+90C4
3973	怂	U+6002
3973_1	慫	U+616B
3974	籴	U+7C74
3974_1	糴	U+7CF4
3975	瓮	U+74EE
3975_0_1	甕	U+7515
3975_0_2	罋	U+7F4B
3976	戗	U+6217
3976_1	戧	U+6227
3977	肼	U+80BC
3978	䏝	U+43DD
3978_1	膞	U+819E
3979	肽	U+80BD
3980	肱	U+80B1
3981	肫	U+80AB
3982	剁	U+5241
3983	迩	U+8FE9
3983_1	邇	U+9087
3984	郇	U+90C7
3985	狙	U+72D9
3986	狎	U+72CE
3987	狍	U+72CD
3988	狒	U+72D2
3989	咎	U+548E
3990	炙	U+7099
3991	枭	U+67AD
3991_1	梟	U+689F
3992	饯	U+996F
3992_1	餞	U+991E
3993	饴	U+9974
3993_1	飴	U+98F4
3994	冽	U+51BD
3995	冼	U+51BC
3996	庖	U+5E96
3997	疠	U+75A0
3997_1	癘	U+7658
3998	疝	U+759D
3999	疡	U+75A1
3999_1	瘍	U+760D
4000	兖	U+5156
4001	妾	U+59BE
4002	劾	U+52BE
4003	炜	U+709C
4003_1	煒	U+7152
4004	𬉼	U+2C27C
4004_1	熰	U+71B0
4005	炖	U+7096
4006	炘	U+7098
4007	炝	U+709D
4007_1	熗	U+7197
4008	炔	U+7094
4009	泔	U+6CD4
4010	沭	U+6CAD
4011	泷	U+6CF7
4011_1	瀧	U+7027
4012	泸	U+6CF8
4012_1	瀘	U+7018
4013	泱	U+6CF1
4014	泅	U+6CC5
4015	泗	U+6CD7
4016	泠	U+6CE0
4017	泺	U+6CFA
4017_1	濼	U+6FFC
4018	泖	U+6CD6
4019	泫	U+6CEB
4020	泮	U+6CEE
4021	沱	U+6CB1
4022	泯	U+6CEF
4022_0_1	冺	U+51BA
4023	泓	U+6CD3
4024	泾	U+6CFE
4024_1	涇	U+6D87
4025	怙	U+6019
4026	怵	U+6035
4027	怦	U+6026
4028	怛	U+601B
4029	怏	U+600F
4030	怍	U+600D
4031	㤘	U+3918
4031_1	㥮	U+396E
4032	怩	U+6029
4033	怫	U+602B
4034	怿	U+603F
4034_1	懌	U+61CC
4035	宕	U+5B95
4036	穹	U+7A79
4037	宓	U+5B93
4038	诓	U+8BD3
4038_1	誆	U+8A86
4039	诔	U+8BD4
4039_1	誄	U+8A84
4040	诖	U+8BD6
4040_1	詿	U+8A7F
4041	诘	U+8BD8
4041_1	詰	U+8A70
4042	戾	U+623E
4043	诙	U+8BD9
4043_1	詼	U+8A7C
4044	戽	U+623D
4045	郓	U+90D3
4045_1	鄆	U+9106
4046	衩	U+8869
4047	祆	U+7946
4048	祎	U+794E
4048_1	禕	U+7995
4049	祉	U+7949
4050	祇	U+7947
4051	诛	U+8BDB
4051_1	誅	U+8A85
4052	诜	U+8BDC
4052_1	詵	U+8A75
4053	诟	U+8BDF
4053_1	詬	U+8A6C
4054	诠	U+8BE0
4054_1	詮	U+8A6E
4055	诣	U+8BE3
4055_1	詣	U+8A63
4056	诤	U+8BE4
4056_1	諍	U+8ACD
4057	诧	U+8BE7
4057_1	詫	U+8A6B
4058	诨	U+8BE8
4058_1	諢	U+8AE2
4059	诩	U+8BE9
4059_1	詡	U+8A61
4060	戕	U+6215
4061	孢	U+5B62
4062	亟	U+4E9F
4063	陔	U+9654
4064	妲	U+59B2
4065	妯	U+59AF
4066	姗	U+59D7
4066_0_1	姍	U+59CD
4067	帑	U+5E11
4068	弩	U+5F29
4069	孥	U+5B65
4070	驽	U+9A7D
4070_1	駑	U+99D1
4071	虱	U+8671
4071_0_1	蝨	U+8768
4072	迦	U+8FE6
4073	迨	U+8FE8
4074	绀	U+7EC0
4074_1	紺	U+7D3A
4075	绁	U+7EC1
4075_1	紲	U+7D32
4075_1_1	絏	U+7D4F
4076	绂	U+7EC2
4076_1	紱	U+7D31
4077	驷	U+9A77
4077_1	駟	U+99DF
4078	驸	U+9A78
4078_1	駙	U+99D9
4079	绉	U+7EC9
4079_1	縐	U+7E10
4080	绌	U+7ECC
4080_1	絀	U+7D40
4081	驿	U+9A7F
4081_1	驛	U+9A5B
4082	骀	U+9A80
4082_1	駘	U+99D8
4083	甾	U+753E
4084	珏	U+73CF
4085	珐	U+73D0
4085_0_1	琺	U+743A
4086	珂	U+73C2
4087	珑	U+73D1
4087_1	瓏	U+74CF
4088	玳	U+73B3
4088_0_1	瑇	U+7447
4089	珀	U+73C0
4090	顸	U+9878
4090_1	頇	U+9807
4091	珉	U+73C9
4092	珈	U+73C8
4093	拮	U+62EE
4094	垭	U+57AD
4094_1	埡	U+57E1
4095	挝	U+631D
4095_1	撾	U+64BE
4096	垣	U+57A3
4097	挞	U+631E
4097_1	撻	U+64BB
4098	垤	U+57A4
4099	赳	U+8D73
4100	贲	U+8D32
4100_1	賁	U+8CC1
4101	垱	U+57B1
4101_1	壋	U+58CB
4102	垌	U+578C
4103	郝	U+90DD
4104	垧	U+57A7
4105	垓	U+5793
4106	挦	U+6326
4106_1	撏	U+648F
4107	垠	U+57A0
4108	茜	U+831C
4109	荚	U+835A
4109_1	莢	U+83A2
4110	荑	U+8351
4111	贳	U+8D33
4111_1	貰	U+8CB0
4112	荜	U+835C
4112_1	蓽	U+84FD
4113	莒	U+8392
4114	茼	U+833C
4115	茴	U+8334
4116	茱	U+8331
4117	莛	U+839B
4118	荞	U+835E
4118_1	蕎	U+854E
4118_1_1	荍	U+834D
4119	茯	U+832F
4120	荏	U+834F
4121	荇	U+8347
4122	荃	U+8343
4123	荟	U+835F
4123_1	薈	U+8588
4124	荀	U+8340
4125	茗	U+8317
4126	荠	U+8360
4126_1	薺	U+85BA
4127	茭	U+832D
4128	茨	U+8328
4129	垩	U+57A9
4129_1	堊	U+580A
4130	荥	U+8365
4130_1	滎	U+6ECE
4131	荦	U+8366
4131_1	犖	U+7296
4132	荨	U+8368
4132_1	蕁	U+8541
4133	荩	U+8369
4133_1	藎	U+85CE
4134	剋	U+524B
4134_0_1	尅	U+5C05
4135	荪	U+836A
4135_1	蓀	U+84C0
4136	茹	U+8339
4137	荬	U+836C
4137_1	蕒	U+8552
4138	荮	U+836E
4138_1	葤	U+8464
4139	柰	U+67F0
4140	栉	U+6809
4140_1	櫛	U+6ADB
4141	柯	U+67EF
4142	柘	U+67D8
4143	栊	U+680A
4143_1	櫳	U+6AF3
4144	柩	U+67E9
4145	枰	U+67B0
4146	栌	U+680C
4146_1	櫨	U+6AE8
4147	柙	U+67D9
4148	枵	U+67B5
4149	柚	U+67DA
4150	枳	U+67B3
4151	柞	U+67DE
4152	柝	U+67DD
4153	栀	U+6800
4153_0_1	梔	U+6894
4154	柢	U+67E2
4155	栎	U+680E
4155_1	櫟	U+6ADF
4156	枸	U+67B8
4157	柈	U+67C8
4158	柁	U+67C1
4159	枷	U+67B7
4160	柽	U+67FD
4160_1	檉	U+6A89
4161	剌	U+524C
4162	酊	U+914A
4163	郦	U+90E6
4163_1	酈	U+9148
4164	甭	U+752D
4165	砗	U+7817
4165_1	硨	U+7868
4166	砘	U+7818
4167	砒	U+7812
4168	斫	U+65AB
4168_0_1	斮	U+65AE
4168_0_2	斲	U+65B2
4168_0_3	斵	U+65B5
4169	砭	U+782D
4170	砜	U+781C
4170_1	碸	U+78B8
4171	奎	U+594E
4172	耷	U+8037
4173	虺	U+867A
4174	殂	U+6B82
4175	殇	U+6B87
4175_1	殤	U+6BA4
4176	殄	U+6B84
4177	殆	U+6B86
4178	轱	U+8F71
4178_1	軲	U+8EF2
4179	轲	U+8F72
4179_1	軻	U+8EFB
4180	轳	U+8F73
4180_1	轤	U+8F64
4181	轶	U+8F76
4181_1	軼	U+8EFC
4182	轸	U+8F78
4182_1	軫	U+8EEB
4183	虿	U+867F
4183_1	蠆	U+8806
4184	毖	U+6BD6
4185	觇	U+89C7
4185_1	覘	U+8998
4186	尜	U+5C1C
4187	哐	U+54D0
4188	眄	U+7704
4189	眍	U+770D
4189_1	瞘	U+7798
4190	𠳐	U+20CD0
4191	郢	U+90E2
4192	眇	U+7707
4192_0_1	𦕈	U+26548
4193	眊	U+770A
4194	眈	U+7708
4195	禺	U+79BA
4196	哂	U+54C2
4197	咴	U+54B4
4198	曷	U+66F7
4199	昴	U+6634
4200	昱	U+6631
4201	昵	U+6635
4201_0_1	暱	U+66B1
4202	咦	U+54A6
4203	哓	U+54D3
4203_1	嘵	U+5635
4204	哔	U+54D4
4204_1	嗶	U+55F6
4205	畎	U+754E
4206	毗	U+6BD7
4206_0_1	毘	U+6BD8
4207	呲	U+5472
4208	胄	U+80C4
4209	畋	U+754B
4210	畈	U+7548
4211	虼	U+867C
4212	虻	U+867B
4212_0_1	蝱	U+8771
4213	盅	U+76C5
4214	咣	U+54A3
4215	哕	U+54D5
4215_1	噦	U+5666
4216	剐	U+5250
4216_1	剮	U+526E
4217	郧	U+90E7
4217_1	鄖	U+9116
4218	咻	U+54BB
4219	囿	U+56FF
4220	咿	U+54BF
4220_0_1	吚	U+541A
4221	哌	U+54CC
4222	哙	U+54D9
4222_1	噲	U+5672
4223	哚	U+54DA
4224	咯	U+54AF
4225	咩	U+54A9
4225_0_1	⿰口芉	-
4225_0_2	𠴟	U+20D1F
4226	咤	U+54A4
4226_0_1	吒	U+5412
4227	哝	U+54DD
4227_1	噥	U+5665
4228	哏	U+54CF
4229	哞	U+54DE
4230	峙	U+5CD9
4231	峣	U+5CE3
4231_1	嶢	U+5DA2
4232	罘	U+7F58
4233	帧	U+5E27
4233_1	幀	U+5E40
4234	峒	U+5CD2
4234_0_1	峝	U+5CDD
4235	峤	U+5CE4
4235_1	嶠	U+5DA0
4236	峋	U+5CCB
4237	峥	U+5CE5
4238	贶	U+8D36
4238_1	貺	U+8CBA
4239	钚	U+949A
4239_1	鈈	U+9208
4240	钛	U+949B
4240_1	鈦	U+9226
4241	钡	U+94A1
4241_1	鋇	U+92C7
4242	钣	U+94A3
4242_1	鈑	U+9211
4243	钤	U+94A4
4243_1	鈐	U+9210
4244	钨	U+94A8
4244_1	鎢	U+93A2
4245	钫	U+94AB
4245_1	鈁	U+9201
4246	钯	U+94AF
4246_1	鈀	U+9200
4247	氡	U+6C21
4248	氟	U+6C1F
4249	牯	U+726F
4250	郜	U+90DC
4251	秕	U+79D5
4251_0_1	粃	U+7C83
4252	秭	U+79ED
4253	竽	U+7AFD
4254	笈	U+7B08
4255	笃	U+7B03
4255_1	篤	U+7BE4
4256	俦	U+4FE6
4256_1	儔	U+5114
4257	俨	U+4FE8
4257_1	儼	U+513C
4258	俅	U+4FC5
4259	俪	U+4FEA
4259_1	儷	U+5137
4260	叟	U+53DF
4261	垡	U+57A1
4262	牮	U+726E
4263	俣	U+4FE3
4264	俚	U+4FDA
4265	皈	U+7688
4266	俑	U+4FD1
4267	俟	U+4FDF
4267_0_1	竢	U+7AE2
4268	逅	U+9005
4269	徇	U+5F87
4269_0_1	狥	U+72E5
4270	徉	U+5F89
4271	舢	U+8222
4272	俞	U+4FDE
4273	郗	U+90D7
4274	俎	U+4FCE
4275	郤	U+90E4
4276	爰	U+7230
4277	郛	U+90DB
4278	瓴	U+74F4
4279	胨	U+80E8
4279_1	腖	U+8156
4280	胪	U+80EA
4280_1	臚	U+81DA
4281	胛	U+80DB
4282	胂	U+80C2
4283	胙	U+80D9
4284	胍	U+80CD
4285	胗	U+80D7
4286	胝	U+80DD
4287	朐	U+6710
4288	胫	U+80EB
4288_1	脛	U+811B
4288_1_1	踁	U+8E01
4289	鸨	U+9E28
4289_1	鴇	U+9D07
4290	匍	U+530D
4291	狨	U+72E8
4292	狯	U+72EF
4292_1	獪	U+736A
4293	飑	U+98D1
4293_1	颮	U+98AE
4294	狩	U+72E9
4295	狲	U+72F2
4295_1	猻	U+733B
4296	訇	U+8A07
4297	逄	U+9004
4298	昝	U+661D
4299	饷	U+9977
4299_1	餉	U+9909
4299_1_1	饟	U+995F
4300	饸	U+9978
4300_1	餄	U+9904
4301	饹	U+9979
4301_1	餎	U+990E
4302	胤	U+80E4
4303	孪	U+5B6A
4303_1	孿	U+5B7F
4304	娈	U+5A08
4304_1	孌	U+5B4C
4305	弈	U+5F08
4306	奕	U+5955
4307	庥	U+5EA5
4308	疬	U+75AC
4308_1	癧	U+7667
4309	疣	U+75A3
4310	疥	U+75A5
4311	疭	U+75AD
4311_1	瘲	U+7632
4312	庠	U+5EA0
4313	竑	U+7AD1
4314	彦	U+5F66
4315	飒	U+98D2
4315_1	颯	U+98AF
4315_1_1	䬃	U+4B03
4316	闼	U+95FC
4316_1	闥	U+95E5
4317	闾	U+95FE
4317_1	閭	U+95AD
4318	闿	U+95FF
4318_1	闓	U+95D3
4319	阂	U+9602
4319_1	閡	U+95A1
4320	羑	U+7F91
4321	迸	U+8FF8
4322	籼	U+7C7C
4322_0_1	秈	U+79C8
4323	酋	U+914B
4324	炳	U+70B3
4325	炻	U+70BB
4326	炽	U+70BD
4326_1	熾	U+71BE
4327	炯	U+70AF
4327_0_1	烱	U+70F1
4328	烀	U+70C0
4329	炷	U+70B7
4330	烃	U+70C3
4330_1	烴	U+70F4
4331	洱	U+6D31
4332	洹	U+6D39
4333	洧	U+6D27
4334	洌	U+6D0C
4335	浃	U+6D43
4335_1	浹	U+6D79
4336	洇	U+6D07
4337	洄	U+6D04
4338	洙	U+6D19
4339	涎	U+6D8E
4339_0_1	㳄	U+3CC4
4340	洎	U+6D0E
4341	洫	U+6D2B
4342	浍	U+6D4D
4342_1	澮	U+6FAE
4343	洮	U+6D2E
4344	洵	U+6D35
4345	浒	U+6D52
4345_1	滸	U+6EF8
4346	浔	U+6D54
4346_1	潯	U+6F6F
4347	浕	U+6D55
4347_1	濜	U+6FDC
4348	洳	U+6D33
4349	恸	U+6078
4349_1	慟	U+615F
4350	恓	U+6053
4351	恹	U+6079
4351_1	懨	U+61E8
4352	恫	U+606B
4353	恺	U+607A
4353_1	愷	U+6137
4354	恻	U+607B
4354_1	惻	U+60FB
4355	恂	U+6042
4356	恪	U+606A
4357	恽	U+607D
4357_1	惲	U+60F2
4358	宥	U+5BA5
4359	扃	U+6243
4360	衲	U+8872
4361	衽	U+887D
4361_0_1	袵	U+88B5
4362	衿	U+887F
4363	袂	U+8882
4364	祛	U+795B
4365	祜	U+795C
4366	祓	U+7953
4367	祚	U+795A
4368	诮	U+8BEE
4368_1	誚	U+8A9A
4369	祗	U+7957
4370	祢	U+7962
4370_1	禰	U+79B0
4371	诰	U+8BF0
4371_1	誥	U+8AA5
4372	诳	U+8BF3
4372_1	誑	U+8A91
4373	鸩	U+9E29
4373_1	鴆	U+9D06
4373_1_1	酖	U+9156
4374	昶	U+6636
4375	郡	U+90E1
4376	咫	U+54AB
4377	弭	U+5F2D
4378	牁	U+7241
4379	胥	U+80E5
4380	陛	U+965B
4381	陟	U+965F
4382	娅	U+5A05
4382_1	婭	U+5A6D
4383	姮	U+59EE
4384	娆	U+5A06
4384_1	嬈	U+5B08
4385	姝	U+59DD
4386	姣	U+59E3
4387	姘	U+59D8
4388	姹	U+59F9
4389	怼	U+603C
4389_1	懟	U+61DF
4390	羿	U+7FBF
4391	炱	U+70B1
4392	矜	U+77DC
4393	绔	U+7ED4
4393_1	絝	U+7D5D
4394	骁	U+9A81
4394_1	驍	U+9A4D
4395	骅	U+9A85
4395_1	驊	U+9A4A
4396	绗	U+7ED7
4396_1	絎	U+7D4E
4397	绛	U+7EDB
4397_1	絳	U+7D73
4398	骈	U+9A88
4398_1	駢	U+99E2
4399	耖	U+8016
4400	挈	U+6308
4401	珥	U+73E5
4402	珙	U+73D9
4403	顼	U+987C
4403_1	頊	U+980A
4404	珰	U+73F0
4404_1	璫	U+74AB
4405	珩	U+73E9
4406	珧	U+73E7
4407	珣	U+73E3
4408	珞	U+73DE
4409	琤	U+7424
4410	珲	U+73F2
4410_1	琿	U+743F
4411	敖	U+6556
4412	恚	U+605A
4413	埔	U+57D4
4414	埕	U+57D5
4415	埘	U+57D8
4415_1	塒	U+5852
4416	埙	U+57D9
4416_1	塤	U+5864
4416_1_1	壎	U+58CE
4417	埚	U+57DA
4417_1	堝	U+581D
4418	挹	U+6339
4419	耆	U+8006
4420	耄	U+8004
4421	埒	U+57D2
4422	捋	U+634B
4423	贽	U+8D3D
4423_1	贄	U+8D04
4424	垸	U+57B8
4425	捃	U+6343
4426	盍	U+76CD
4426_0_1	盇	U+76C7
4427	荸	U+8378
4428	莆	U+8386
4429	莳	U+83B3
4429_1	蒔	U+8494
4430	莴	U+83B4
4430_1	萵	U+8435
4431	莪	U+83AA
4432	莠	U+83A0
4433	莓	U+8393
4434	莜	U+839C
4435	莅	U+8385
4435_0_1	涖	U+6D96
4435_0_2	蒞	U+849E
4436	荼	U+837C
4437	莩	U+83A9
4438	荽	U+837D
4439	莸	U+83B8
4439_1	蕕	U+8555
4440	荻	U+837B
4441	莘	U+8398
4442	莎	U+838E
4443	莞	U+839E
4444	莨	U+83A8
4445	鸪	U+9E2A
4445_1	鴣	U+9D23
4446	莼	U+83BC
4446_1	蒓	U+8493
4446_1_1	蓴	U+84F4
4447	栲	U+6832
4448	栳	U+6833
4449	郴	U+90F4
4450	桓	U+6853
4451	桡	U+6861
4451_1	橈	U+6A48
4452	桎	U+684E
4453	桢	U+6862
4453_1	楨	U+6968
4454	桤	U+6864
4454_1	榿	U+69BF
4455	梃	U+6883
4456	栝	U+681D
4457	桕	U+6855
4458	桁	U+6841
4459	桧	U+6867
4459_1	檜	U+6A9C
4460	桅	U+6845
4461	栟	U+681F
4462	桉	U+6849
4463	栩	U+6829
4464	逑	U+9011
4465	逋	U+900B
4466	彧	U+5F67
4467	鬲	U+9B32
4468	豇	U+8C47
4469	酐	U+9150
4470	逦	U+9026
4470_1	邐	U+9090
4471	厝	U+539D
4472	孬	U+5B6C
4473	砝	U+781D
4474	砹	U+7839
4475	砺	U+783A
4475_1	礪	U+792A
4476	砧	U+7827
4476_0_1	碪	U+78AA
4477	砷	U+7837
4478	砟	U+781F
4479	砼	U+783C
4480	砥	U+7825
4481	砣	U+7823
4482	剞	U+525E
4483	砻	U+783B
4483_1	礱	U+7931
4484	轼	U+8F7C
4484_1	軾	U+8EFE
4485	轾	U+8F7E
4485_1	輊	U+8F0A
4486	辂	U+8F82
4486_1	輅	U+8F05
4487	鸫	U+9E2B
4487_1	鶇	U+9D87
4488	趸	U+8DB8
4488_1	躉	U+8E89
4489	龀	U+9F80
4489_1	齔	U+9F54
4490	鸬	U+9E2C
4490_1	鸕	U+9E15
4491	虔	U+8654
4492	逍	U+900D
4493	眬	U+772C
4493_1	矓	U+77D3
4494	唛	U+551B
4494_1	嘜	U+561C
4495	晟	U+665F
4496	眩	U+7729
4497	眙	U+7719
4498	哧	U+54E7
4499	哽	U+54FD
4500	唔	U+5514
4501	晁	U+6641
4502	晏	U+664F
4503	鸮	U+9E2E
4503_1	鴞	U+9D1E
4504	趵	U+8DB5
4505	趿	U+8DBF
4506	畛	U+755B
4507	蚨	U+86A8
4508	蚜	U+869C
4509	蚍	U+868D
4510	蚋	U+868B
4511	蚬	U+86AC
4511_1	蜆	U+8706
4512	蚝	U+869D
4512_0_1	蠔	U+8814
4513	蚧	U+86A7
4514	唢	U+5522
4514_1	嗩	U+55E9
4515	圄	U+5704
4516	唣	U+5523
4516_0_1	唕	U+5515
4517	唏	U+550F
4518	盎	U+76CE
4519	唑	U+5511
4520	崂	U+5D02
4520_1	嶗	U+5D97
4521	崃	U+5D03
4521_1	崍	U+5D0D
4522	罡	U+7F61
4523	罟	U+7F5F
4524	峪	U+5CEA
4525	觊	U+89CA
4525_1	覬	U+89AC
4526	赅	U+8D45
4526_1	賅	U+8CC5
4527	钰	U+94B0
4527_1	鈺	U+923A
4528	钲	U+94B2
4528_1	鉦	U+9266
4529	钴	U+94B4
4529_1	鈷	U+9237
4530	钵	U+94B5
4530_1	鉢	U+9262
4530_1_1	盋	U+76CB
4530_1_2	缽	U+7F3D
4531	钹	U+94B9
4531_1	鈸	U+9238
4532	钺	U+94BA
4532_1	鉞	U+925E
4533	钽	U+94BD
4533_1	鉭	U+926D
4534	钼	U+94BC
4534_1	鉬	U+926C
4535	钿	U+94BF
4535_1	鈿	U+923F
4536	铀	U+94C0
4536_1	鈾	U+923E
4537	铂	U+94C2
4537_1	鉑	U+9251
4538	铄	U+94C4
4538_1	鑠	U+9460
4539	铆	U+94C6
4539_1	鉚	U+925A
4540	铈	U+94C8
4540_1	鈰	U+9230
4541	铉	U+94C9
4541_1	鉉	U+9249
4542	铊	U+94CA
4542_1	鉈	U+9248
4543	铋	U+94CB
4543_1	鉍	U+924D
4544	铌	U+94CC
4544_1	鈮	U+922E
4545	铍	U+94CD
4545_1	鈹	U+9239
4546	䥽	U+497D
4546_1	鏺	U+93FA
4547	铎	U+94CE
4547_1	鐸	U+9438
4548	氩	U+6C29
4548_1	氬	U+6C2C
4549	氤	U+6C24
4550	氦	U+6C26
4551	毪	U+6BEA
4552	舐	U+8210
4553	秣	U+79E3
4554	秫	U+79EB
4555	盉	U+76C9
4556	笄	U+7B04
4557	笕	U+7B15
4557_1	筧	U+7B67
4558	笊	U+7B0A
4559	笏	U+7B0F
4560	笆	U+7B06
