# 常用标准汉喃字表（2023年版）表2
# 作者：汉喃研究与应用协会（原名：越南汉喃复兴委员会）
# http://www.hannom-rcv.org/NS/bchnctd%20150123.pdf
# 表2共2934字（表1分6级共3987字，两表合计6921字）
#
# 𡨸漢喃	音讀	譬喻	𥱬註

濼	lợt		⇔ 濼 nhợt
濼	nhờn	濼濼 nhờn nhợt [𠸨]	⇔ 濼 nhợt
薷	NHU	香薷 hương nhu	
乳	NHŨ	乳母 nhũ mẫu · 石乳 thạch nhũ · 金乳 kim nhũ · 乳漿 nhũ tương	
餌	nhử	𩝇餌 mồi nhử · 餌𩵜 nhử cá	
濡	nhụa	徍濡 nhầy nhụa	
閏	NHUẬN	𢆥閏 năm nhuận	
𨃽	nhúc	戎𨃽 nhung nhúc [𠸨] · 𨃽蹢 nhúc nhích	
銳	NHUỆ	銳兵 nhuệ binh · 銳氣 nhuệ khí · 英銳 anh nhuệ	
𠓩	nhủi	𠓩𠓨 nhủi vào · 𠓩𩵜 nhủi cá	
軟	NHUYỄN	𢴘軟 xay nhuyễn · 𬚸軟 thịt nhuyễn ·潤軟 nhuần nhuyễn · 軟體 nhuyễn thể ·柔軟 nhu nhuyễn · 細軟 tế nhuyễn · 勃㐌軟 bột đã nhuyễn	
軟	nhũn	𣠳軟 mềm nhũn	
𢪭	nhúm	𢪭徠 nhúm lại · 𠬠𢪭 một nhúm	
戎	NHUNG	兵戎 binh nhung · 戎𨃽 nhung nhúc [𠸨] · 戎𠲕 nhung nhăng [𠸨] · 𢖵戎 nhớ nhung [𠸨]	
茸	NHUNG	茸㹯 nhung hươu	
𣴛	nhúng	㳚𢬣 nhúng tay · 㳚渃 nhúng nước	
溽	nhuốc	洳溽 nhơ nhuốc · 濂溽 nhem nhuốc	
溽	luốc		⇔ 溽 nhuốc
𢝀	nhút	𢝀㦉 nhút nhát	
𢝀	dút		⇔ 𢝀 nhút
葖	nhút	𩻐葖 mắm nhút	
鈤	nhụt	𫜵鈤 làm nhụt · 𨮉鈤 cùn nhụt · 鈤志 nhụt chí	
𡡅	o	婆𡡅 bà o	
鵶	ó	囉鵶 la ó	
𦶀	ô	秦𦶀 tần ô	
癋	ố	𤸫癋 hoen ố · 𡲫被癋 vải bị ố	
㐵	ơ	悇㐵 thờ ơ · 吶幽㐵 nói u ơ	
𰂔	ợ	𰂔䣷 ợ chua · 𰂔唏 ợ hơi	
喎	oa	哭喎喎 khóc oa oa	
哇	oà	哭哇 khóc oà	
蒦	oách	矓窒蒦 trông rất oách · 𬡶部尼朱蒦 mặc bộ này cho oách	
𠶔	oai	叫𠶔𠶔 kêu oai oái	
𠶔	oái	𠶔𪡶 oái oăm · 叫𠶔𠶔 kêu oai oái	
痿	oải	濊痿 uể oải	
矮	OẢI	矮香 oải hương	
唈	oàm	唈唈 oàm oạp [聲]	
唈	oạp	𥑴唈 ì oạp [聲] · 唈唈 oàm oạp [聲]	
𪡶	oăm	𠶔𪡶 oái oăm	
𥺹	oản	𥺹荎 oản chuối · 𥺹𥸷 oản xôi	
倇	oằn	倇偎 oằn oại [𠸨] · 倇𬺗 oằn xuống · 莄 𣘃倇 cành cây oằn	
𠻄	oang	𠻄𠻄 oang oang [聲]	
瑩	OÁNH	阮春瑩 Nguyễn Xuân Oánh · 高玉瑩 Cao Ngọc Oánh	
喔	óc	𪃿㕭喔 gà eo óc	
喴	oe	喴喴 oe oe	
煨	oi	煨妸 oi ả · 煨煏 oi bức · 煨𤎏 oi nóng	
𥯜	oi	丐𥯜 cái oi	
𪨆	ỏi	𠃣𪨆 ít ỏi  · 𠸄𪨆 inh ỏi	
𣾿	ói	𠷀𣾿 nôn ói	
偎	ÔI	依偎 ỷ ôi	
偎	oại	倇偎 oằn oại [𠸨]	
𦞏	ôi	𬚸𦞏 thịt ôi	
猥	ỔI	猥陋 ổi lậu · 鄙猥 bỉ ổi	
椳	ổi	果椳 quả ổi · 𣘃椳 cây ổi	
渨	ối	𩓜渨 màng ối · 渃渨 nước ối · 栓塞渨 thuyên tắc ối · 𡀳渨𠚢蒂 còn ối ra đấy	
噫	ới	囉㗒噫 la ơi ới · 噫婆𡥵㗒 ới bà con ơi ·固之噫朱別貝 có gì ới cho biết với	
喑	om	喑讒 om sòm	
喑	ồm	喑𧋾 ồm ộp [聲]	
嚈	ỡm	嚈唹 ỡm ờ	
𢞴	ớn	𢞴冷 ớn lạnh · 𢞴洌 ớn rét · 𢞴𪥘󠄁𠊛 ớn cả người	
滃	óng	絲滃 tơ óng · 滃映 óng ánh · 囉滃滃 la óng óng	
嗡	ông	嗡嗡 ông ổng [聲]	
嗡	ổng	嗡嗡 ông ổng [聲]	
慃	ổng		⇔ 翁𧘇 ông ấy
俋	ọp	俋𠇺 ọp ẹp	
偮	ốp	偮僥 ốp nhau · 偮役 ốp việc · 抪偮徠 bó ốp lại	
䱒	ốp	𩵜䱒 cá ốp	
𧋾	ộp	𧋾𧋾 ộp ộp [聲] · 喑𧋾 ồm ộp [聲]	
顇	ót	𩯀顇𨱽過 tóc ót dài quá	
喐	ọt	喐𠮙 ọt ẹt [聲]	
𣎷	ớt	𣎷鐘 ớt chuông	
𫮒	phá	潭𫮒 đầm phá	
𠶊	phà	淝𠶊 phì phà [𠸨]	
噗	phắc	㕫噗 phăng phắc	
擘	PHÁCH	巨擘 cự phách	
𩗀	phạch	𩗀𩗀 phạch phạch · 帆𢒎𩗀 buồm bay phạch · 𦑗𩗀𩗀 quạt phành phạch [𠸨]	
𩗀	phành	𦑗𩗀𩗀 quạt phành phạch [𠸨]	
㗑	phai	溂㗑 nhạt phai · 㗑𥊚 phai mờ · 㗑𦭷 phai màu	
㧊	phẩy	派㧊 phe phẩy	
𨮍	phăm	𨮍𠵽 phăm phắp	
𢭾	phầm	𢭾怫 phầm phập	
幡	PHAN	莄幡 cành phan	
𡃎	phàn	𡃎難 phàn nàn	
枌	phần	𣘃枌 cây phần	
㧍	phang	𪢜㧍 phô phang · 㧍卬 phang ngang	
搒	phàng	𢰺搒 phũ phàng	
㕫	phăng	㕫噗 phăng phắc · 吶㕫 nói phăng · 𫜵㕫朱歱 làm phăng cho xong	
枰	phanh	枰𢬣 phanh tay [摱]	
𢴒	phành	𢴒𠚢 phành ra	
𣿖	phao	𣿖救生 phao cứu sinh · 𣿖信䚾 phao tin nhảm	
𠵽	phắp	𨮍𠵽 phăm phắp	
𠵽	vep		𡨸尼主要得使用抵翻音、䀡附錄。 Chữ này chủ yếu được sử dụng để phiên âm, xem Phụ Lục.
𭡚	phấp	𭡚𢭿 phấp phới · 𭡚倣 phấp phỏng	
怫	phập	怫𤂧 phập phồng · 𢭾怫 phầm phập	
𧿳	phắt	𨅸𧿳𧻭 đứng phắt dậy	
𤽵	phau	𤽵𤽵 phau phau · 𤽸𤽵 trắng phau	
腓	phè	𣹓腓 đầy phè · 腓𦙀 phè phỡn [𠸨] · 腓腓 phè phè · 𢥇腓 chán phè	
𤾷	phếch	薄𤾷 bạc phếch	
㕨	phem		𡨸尼主要得使用抵翻音、䀡附錄。 Chữ này chủ yếu được sử dụng để phiên âm, xem Phụ Lục.
礬	phèn	𡐙礬 đất phèn · 糖礬 đường phèn · 渃礬 nước phèn · 礬䣷 phèn chua	
䉒	phên	䉒壁 phên vách · 糖䉒 đường phên	
咆	phèo	淝咆 phì phèo [𠸨]	
珐	phep		𡨸尼主要得使用抵翻音、䀡附錄。 Chữ này chủ yếu được sử dụng để phiên âm, xem Phụ Lục.
𦠱	phét	𦠱洛 phét lác · 𠄩𠀲𦠱僥 hai đứa phét nhau [俗]	
㗶	phết	𠚢㗶 ra phết	
蚾	phi	𡥵蚾 con phi	
匪	PHỈ	土匪 thổ phỉ	
悱	phỉ	悱願 phỉ nguyền · 悱志 phỉ chí · 悱飭 phỉ sức	
翡	PHỈ	翡翠 phỉ thuý	
誹	PHỈ	誹謗 phỉ báng · 誹𢮫 phỉ nhổ	
𦜀	phị	肥𦜀 phì phị	
澼	phích	壓澼 áp-phích [摱] · 澼撜渃 phích đựng nước	
泛	PHIẾM	浮泛 phù phiếm · 𡀯泛 chuyện phiếm ·泛指 phiếm chỉ · 泛函 phiếm hàm · 泛遊 phiếm du · 泛定 phiếm định · 泛神論 phiếm thần luận	
飄	PHIÊU	飄搖 phiêu diêu	
柉	phím	柉彈 phím đàn  · 盤柉 bàn phím	
𠶏	phỉnh	𠶏𠱀 phỉnh phờ [𠸨] · 𠶏佞 phỉnh nịnh	
胓	phình	脹胓 trương phình · 胓𠚢 phình ra	
慓	phịu	奉慓 phụng phịu	
赴	PHÓ	赴會 phó hội	
駙	PHÒ	駙馬 phò mã	
𪢜	phô	𪢜𠎩 phô bay · 𪢜㧍 phô phang	
披	phơ	拂披 phất phơ	
苤	phơ	鉑苤 bạc phơ	
𡂄	phở	𡂄𡋿 phở lở · 𠯘𡂄 phớn phở	
𬖾	phở	𩚵𬖾 cơm phở	
𠱀	phờ	巴𠱀 bơ phờ · 𠱀𠱀噁 phờ phạc [𠸨] · 𠶏𠱀 phỉnh phờ [𠸨]	
䟔	phóc	𬦮䟔 nhảy phóc	
坯	PHÔI	坯𨨧 phôi thép	
肺	phổi	炎肺 viêm phổi	
𢭿	phới	𭡚𢭿 phấp phới · 𢭿𢭿 phơi phới	
𢭿	phơi		⇔ 𢭿 phới
𠆩	phom	𠆩𠊛 phom người [摱] · 𠆩𩌂惵 phom giày đẹp [摱]	
𠱍	phớm	𠱍𠶏 phớm phỉnh	
繁	PHỒN	繁華 phồn hoa	
𠯘	phớn	𠯘𡂄 phớn phở	
𦙀	phỡn	腓𦙀 phè phỡn [𠸨]	
峰	PHONG	峰衙 Phong Nha	
楓	PHONG	𣘃楓 cây phong	
葑	PHONG	菲葑 phỉ phong	
堸	phông	堸𡋂 phông nền [摱]	
𤂧	phồng	𤂧𨑗 phồng lên · 䏧𤂧㷝 da phồng rộp	
𤂧	phùng	𤂧𦛿 phùng mang · 襊𤂧𠚢 túi phùng ra	⇔ 𤂧 phồng
仿	phỗng	僶仿 thằng phỗng · 仿𢬣𨑗 phỗng tay trên	
𪾁	phốp	𤽸𪾁 trắng phốp · 𪾁法 phốp pháp [𠸨]	
咈	phớt	咈過 phớt qua · 𣼷咈 lớt phớt [𠸨] · 咈矑 phớt lờ	
甫	PHỦ	臺甫 đài phủ	
蜉	PHÙ	部蜉蝣 bộ Phù du	
𢰺	phũ	𢰺搒 phũ phàng	
埠	PHỤ	商埠 thương phụ	
茯	PHỤC	茯苓 phục linh	
𢲭	phủi	𢲭𢬣 phủi tay · 𢲭𡏧 phủi bụi	
噴	phun	噴渃 phun nước	
濆	phún	𣼍濆 lún phún	
𤂫	phùn	𤂫𩄎 phùn mưa · 𩄎𤂫 mưa phùn	
𢱚	phung	𢱚費 phung phí	
諷	PHÚNG	嘲諷 trào phúng	
賵	PHÚNG	賵𠶇 phúng viếng	
逢	PHÙNG	重逢 trùng phùng · 相逢 tương phùng	
馮	PHÙNG	𣱆馮 họ Phùng · 馮克寬 Phùng Khắc Khoan	
炥	phụt	𠺙炥 thổi phụt · 畑炥𤎕 đèn phụt tắt	
炥	phọt		⇔ 炥 phụt
𩿙	quạ	𡥵𩿙 con quạ · 𩿙黰 quạ đen	
嘓	quác	嘓嘓 quác quác [聲] · 叫光嘓 kêu quang quác [聲]	
嘓	QUÁCH	城郭 thành quách · 𣱆郭 họ Quách	
郭	quách	炪郭仍傳挑淫 đốt quách những truyện khiêu dâm	
槨	QUÁCH	𥪝棺外槨 trong quan ngoài quách	
𬗜	quai	𥶄𬗜絛 nón quai thao	
卦	QUÁI	八卦 bát quái	
啩	quại	𠹴啩 quằn quại · 注些𢶻𢬣𬨠定啩碎 chú ta vung tay lên định quại tôi	
𡇸	quây	𡇸群 quây quần	
柜	quầy	柜冊 quầy sách · 柜報 quầy báo	
𠏺	quẫy	𠏺踏 quẫy đạp · 亇𠏺 cá quẫy · 𠏺距 quẫy cựa · 𠏺𬨠芇！ Quẫy lên nào!	
揆	quậy	距揆 cựa quậy	
𣰙	quặm	𪖫𣰙 mũi quặm	
𩮔	quăn	𩯀𩮔 tóc quăn · 𩮔𨙍 quăn queo	
𦄻	quắn	𤴬𦄻 đau quắn	
𠹴	quằn	𠹴啩 quằn quại · 𠹴𢳙 quằn quẹo · 𦧜刀被𠹴 lưỡi dao bị quằn	
㴫	quặn	丐㴫 cái quặn	
𤹓	quặn	𤴬𤹓 đau quặn · 𤹓𤴬𥪝𢚸 quặn đau trong lòng	
窘	QUẪN	窘迫 quẫn bách · 窮窘 cùng quẫn · 困窘 khốn quẫn	
癀	quảng	漊癀 sâu quảng	
𫏈	quàng	𫏈𠓨 quàng vào · 瓊𫏈 quềnh quàng	
挄	quăng	挄揇 quăng ném · 挄䋥 quăng lưới · 浪挄 loăng quăng [𠸨]	
𧈽	quăng	𧌂𧈽 bọ quăng	
𪠢	quẳng	𪠢𠫾 quẳng đi · 𪠢𠚢外𨷯 quẳng ra ngoài cửa	
礦	quặng	礦鉄 quặng sắt · 丐礦 cái quặng · 礦派挒 quặng phe-rít	
𣔲	quạnh	㳜𣔲 hiu quạnh · 孤𣔲 cô quạnh	
𫽿	quào	𫽿㧨 quào cấu	
𣌵	quắp	𣌵𥙩 quắp lấy · 𢮩𣌵 co quắp	
彶	quặp	𩯁彶 râu quặp · 彶𠓨 quặp vào · 蹎𢬣彶𥙩莄𣘃 chân tay quặp lấy cành cây	
𦑗	quạt	丐𦑗 cái quạt · 𦑗電 quạt điện · 𣛠𦑗𩙍 máy quạt gió	
𢯔	quắt	𢯔𨙍 quắt queo · 𢯔徠 quắt lại · 𤉗𢯔 héo quắt · 𩈘𢯔 mặt quắt	
䠇	quặt	䠇𢳙 quặt quẹo · 𢯏䠇 bẻ quặt	
繘	quất	繘檑 quất roi · 𨒺繘 quanh quất [𠸨]	
槻	que	槻檜 que củi · 搝蘿𠀧槻 xỏ lá ba que	
𩱻	quẻ	𩱻𧴤 quẻ bói · 𠭤𩱻 giở quẻ	
㹟	qué	𪃿㹟 gà qué	
𨆠	què	𨆠蹎 què chân · 𨆠䠇 què quặt · 𨆠𡭕 què cụt	
蹶	quệ	竭蹶 kiệt quệ · 蹶飭 quệ sức	
𨙍	queo	𢏣𨙍 cong queo	
𢳙	quẹo	𢳙𦙶 quẹo cổ · 𢳙𢬣債 quẹo tay trái	
抉	quẹt	焰抉 diêm quẹt · 撝抉 va quẹt · 抉過抉徠 quẹt qua quẹt lại	
鴃	quẹt	𪀄抉 chim quẹt	
𪭱	quệt	𪭱渃眜 quệt nước mắt · 𫇿膏𪭱𠓨紙 thuốc cao quệt vào giấy	
龜	QUY	金龜 kim qui	
詭	QUỶ	詭譎 quỷ quyệt	
癸	QUÝ	癸未 Quý Mùi · 癸亥 Quý Hợi	
葵	QUỲ	紙葵 giấy quỳ · 花葵 hoa quỳ	
跪	QUỴ	突跪 đột quỵ · 跪累 quỵ luỵ · 𨁟跪 ngã quỵ	
跪	quỳ	跪𬺗 quỳ xuống · 跪𨆝 quỳ gối	
娟	QUYÊN	嬋娟 thuyền quyên	
倦	QUYỆN	困倦 khốn quyện · 歲𫅷飭倦 tuổi già sức quyện	
䊎	quyện	和䊎 hoà quyện · 𦄄䊎 quấn quyện · 䊎 𠓨僥 quyện vào nhau · 蜜䊎𠓨箸 mật quyện vào đũa	
譎	QUYỆT	詭譎 quỷ quyệt	
𢷳	quýnh	𪜯𢷳 lính quýnh [𠸨]	
𢵮	quýt	𦄄𢵮 quấn quýt	
𧷾	quỵt	咹譎 ăn quỵt	
撾	quơ	撾梞 quơ gậy · 撾揆 quơ quậy · 撾檜 quơ củi · 氷撾 bâng quơ	
𠵩	quở	𠵩𠻵 quở mắng · 𠵩光 quở quang · 𠵩責 quở trách	
𤄷（𤄷󠄁）	rả	𤄷嚦 rả rích	
𤄷（𤄷󠄁）	ra	𠊛𤄷塸萊 người Ra Gơ-lai (Glai)	𡨸尼主要得使用抵翻音、䀡附錄。 Chữ này chủ yếu được sử dụng để phiên âm, xem Phụ Lục.
筥	rá	咖筥 cà rá	
𦳃	rà	薝𦳃 rườm rà [𠸨]	
𬓰	rạ	稴𬓰 rơm rạ · 𣩂如㧴𬓰 chết như ngả rạ · 𡥵𬓰 con rạ	
瀝	rạch	瀝𠚢 rạch ra · 瀝𠛨 rạch ròi · 涇瀝 kênh rạch · 瀝架 Rạch Giá	
𡃄	rai	𢯦𡃄 lai rai	
倈	ray	倈𢲼 ray rứt · 倈頭 ray đầu · 塘倈 đường ray [摱]	
𤀕	ráy	𤀕𦖻 ráy tai · 𮇕𤀕 cứt ráy · 𣳮𤀕 rửa ráy	
𫈨	ráy	𧃷𫈨 khoai ráy · 榘𫈨 củ ráy · 𫈨𦬂 ráy ngót	
𣈙	rày	自𣈙𧗱𢖖󠄁 từ rày về sau	
𣈙	rầy		⇔ 𣈙 rày
逨（逨󠄁）	rầy	塘逨 đường rầy [摱]	
𧍍（𧍍󠄁）	rầy	𡥵𧍍 con rầy	
諃	ràm	詌諃 càm ràm	
𧓦	rạm	𡥵𧓦 con rạm · 𧓦垌 rạm đồng	
𦝃	rằm	𣈜𦝃 ngày rằm · 𦝄𦝃 trăng rằm	
稔	rấm	稔𦰡 rấm na · 稔荎 rấm chuối · 稔𤇮 rấm bếp · 稔𢲼 rấm rứt · 稔𥟉𥞖 rấm thóc giống	
梣	rầm	𨑗梣茹 trên rầm nhà	
𢬶	rẫm	攞𢬶 rà rẫm	
葚	rậm	𡹃葚 rừng rậm	
灡	ran	𩂐灡 râm ran · 𩆐灡 sấm ran	
灡	rân	㖡灡 dạ rân	⇔ 灡 ran
炟	rán	餅炟 bánh rán · 𪃿炟 gà rán	
𠻤	rần	𠻤𠻤 rần rần [𠸨] · 𠻤㗚 rần rật [𠸨]	
𧎠	rận	𡥵𧎠 con rận  · 𧋺𧎠 chấy rận	
𧎠	dận		⇔ 𧎠 rận
烊	rang	烊𤍇 rang nấu · 烊𪉥 rang muối	
蓢	ráng	蔞蓢 rau ráng	
𠡧	ráng	𠡧飭 ráng sức	
𩅜	ráng	𩅜𣊿 ráng chiều	
𫭧	rặng	𫭧𣘃 rặng cây · 𫭧𡶀 rặng núi	
炩	rành	炩脈 rành mạch · 炩炩 rành rành · 炩𤈠 rành rọt [𠸨]	
汫	rãnh	汫渃 rãnh nước · 𤀖汫 ngòi rãnh	
𨀼	rảo	𨀼𨀈 rảo bước	
滛	rào	洡過滛 lội qua rào	
𮦡	rào	𩄎𮦡 mưa rào · 𮦡𮦡 rào rào	
𰛴	rạo	𰛴熤 rạo rực · 洮𰛴 rệu rạo	
梍	rạo	㨂梍 đóng rạo · 㩒梍𡧲𤀖 cắm rạo giữa ngòi	
𠪸	rạp	𠪸𣆅 rạp phim · 𠪸㗰 rạp tuồng	
𢺎	rạp	𢺎𬺗 rạp xuống	
𫁞	rấp	𫁞𡉦 rấp ngõ · 𫁞塘 rấp đường · 丐𫁞 𤝞 cái rấp chuột · 㵋頭𢆥㐌𫁞 mới đầu năm đã rấp	
𤌣	rát	𤊡𤌣 bỏng rát	
㗭	rắt	瀻㗭 đái rắt · 𠰉㗭 réo rắt	
𮞿	rặt	𢄂𮞿仍柑 chợ rặt những cam · 吶𮞿㗂沔中 nói rặt tiếng miền Trung	
蔞（蒌）	rau	蔞𦰦 rau cải	
僽	rầu	𢞂僽 buồn rầu	
𥗍	rè	揬𥗍 rụt rè	
𥘶	rẽ	𢺹𥘶 chia rẽ · 𥘶𩯀 rẽ tóc · 塘𥘶 đường rẽ	
𣾸	rề	𣾸攞 rề rà · 𣾸𣾸 rề rề	
藶	rếch	藶𧅫 rếch rác · 疎藶 thưa rếch	
簾	rèm	簾𨷯 rèm cửa	
褳	ren	𦇒褳 rối ren · 塘𧟁憑褳 đường viền bằng ren	
𨅍	rén	蹾𨅍 rón rén [𠸨]	
𠷁	rèn	𠷁𠺅 rèn rẹt [聲]	
𫫣	rên	𫫣𠯇 rên rỉ [𠸨] · 𫫣切 rên siết	
𡃚	rền	𠸨𡃚 láy rền · 𡃚㘇 rền vang · 𡃚𠯇 rền rĩ [𠸨] · 𩆐𡃚 sấm rền	
𠴔	rênh		𡨸尼主要得使用抵翻音、䀡附錄。 Chữ này chủ yếu được sử dụng để phiên âm, xem Phụ Lục.
𠰉	réo	𠰉𬨠 réo lên · 叫𠰉 kêu réo · 𠰉噲 réo gọi	
躐	rẹp	躐𬺗 rẹp xuống	
𧉼	rệp	𡥵𧉼 con rệp	
𠺅	rẹt	𠷁𠺅 rèn rẹt [聲]	
𧏲	rết	𡥵𧏲 con rết · 𧋻𧏲 rắn rết	
𧏲	rít		⇔ 𧏲 rết
𧏲	tít		⇔ 𧏲 rết
𦼔	rêu	苳𦼔 rong rêu	
洮	rệu	𭬙洮 mục rệu · 洮𰛴 rệu rạo · 𬃻𣘃洮 trái cây rệu	
荑	rì	踸荑 chậm rì · 青荑 xanh rì · 荑荑 rì rì	
㐶	rĩ	僽㐶 rầu rĩ	
𩮭	ria	𩯁𩮭 râu ria	
𠹼	rỉa	𠹼𩽊 rỉa rói [𠸨] · 𠹼𣯡 rỉa lông	
紒	rìa	邊紒 bên rìa · 𨗛紒 chầu rìa · 外紒 ngoài rìa	
哋	rịa	鉢哋 bát rịa	
𦵄	riềng	榘𦵄 củ riềng	
燫	rim	燫𬚸 rim thịt	
𠱉	rịn	湅𣳡洃 rịn mồ hôi · 𠯴𠱉 bịn rịn [𠸨]	
揁	rinh	𢫝揁 rung rinh [𠸨]	
珵	rỉnh	𬫉珵 rủng rỉnh	
簝	riu	簝簝 riu riu · 𢩽簝扒𩹫 đẩy riu bắt tép	
𠲢	ríu	𠮩𠲢 líu ríu · 𠲢挒 ríu rít	
𠠙	rìu	斧𠠙 búa rìu	
𢲛	rò	𢲛𠯇 rò rỉ · 瞿𢲛 cò rò	
𥱨	rọ	𥱨𡂅 rọ mõm · 𥱨𤞼 rọ lợn	
鱸（𫙔）	rô	𩵜鱸 cá rô	
𦢞	rỗ	𩈘𦢞 mặt rỗ	
𠴊	rơ	𠴊𡕩 Rơ Măm	
𢵽	rớ	拮𢵽 cất rớ · 𢵽𦤾 rớ đến	
𤞪	rợ	蠻𤞪 man rợ	
𢮑	róc	𢮑𤿭 róc vỏ · 𢮑𤃝 róc rách	
𪟆	rọc	𪟆紙 rọc giấy	
轆	rọc	轆轆 ròng rọc [𠸨]	
逳	rốc	打逳 đánh rốc · 捁逳𠫾 kéo rốc đi	
蜟	rốc	羹𧍆蜟 canh cua rốc	
淯	rộc	𬏇淯 ruộng rộc	
𩽊	rói	鮮𩽊 tươi rói · 花菊鐄𩽊 hoa cúc vàng rói · 𠃅𤬪𧹻𩽊 mái ngói đỏ rói	
𠛨	ròi	瀝𠛨 rạch ròi	
燴（烩）	rọi	燴畑 rọi đèn · 照燴 chiếu rọi · 燴𤏬 rọi sáng · 𤐝燴 soi rọi	
𧐽	róm	螻𧐽 sâu róm	
𧒋	rọm	螻𧒋 sâu rọm	
𩫦	rôm	𩫦𤄷 rôm rả · 吶𩫦 nói rôm	
𤼓	rôm	𤼓𤵴 rôm sảy · 粉𤼓 phấn rôm	
𠼖	rởm	𢟔𠼖 thói rởm · 咹𬡶𠼖 ăn mặc rởm	
𠼖	dỏm	𧻑𠼖 dí dỏm [𠸨]	⇔ 𠼖 rởm
滲	rớm	滲滲 rơm rớm [𠸨]	
滲	rướm	滲𧖱 rướm máu · 滲滲 rươm rướm [𠸨]	⇔ 滲 rớm
蹾	rón	蹾𨅍 rón rén [𠸨]	
𦠆	rốn	丐𦠆 cái rốn · 墫膮割𦠆 chôn rau cắt rốn · 𡎦𦠆徠 ngồi rốn lại	
𦠆	đún		⇔ 𦠆 rốn
𦠆	rún		⇔ 𦠆 rốn
𦠆	tún		⇔ 𦠆 rốn
苳	rong	苳𦼔 rong rêu	
𨀐	rong	喝𨀐 hát rong · 𨀐𨔈 rong chơi · 柜行 𨀐 quầy hàng rong	
㗢	rống	𤙭㗢 bò rống	
爉	rốp	爉𤊡 rốp bỏng	
㷝	rộp	䏧𤂧㷝 da phồng rộp	
㷝	dộp		⇔ 㷝 rộp
㷝	giộp		⇔ 㷝 rộp
𩄓	rợp	𩄓𣈖 rợp bóng · 旗𧹻𩄓𡗶 cờ đỏ rợp trời	
𣹕	rót	𣹕渃𠓨卡 rót nước vào ca	
𤈠	rọt	炩𤈠 rành rọt [𠸨]	
𠱋	ru	喝𠱋 hát ru	
𡀿	rú	𢜠𡀿 mừng rú · 𤢿𡀿 sói rú	
𧀓	rú	𡹃𧀓 rừng rú · 𬨠𧀓劕檜 lên rú chặt củi	
㾄	rù	氍㾄 cù rù	
揄	rũ	眷揄 quyến rũ	
揄	dũ	眷揄 quyến dũ · 𣘃拂揄 cây phất dũ	⇔ 揄 rũ
𦛗	rữa	𭬙𦛗 mục rữa · 𦛗捏 rữa nát · 啐𦛗 thối rữa	
𨮌	rựa	刀𨮌 dao rựa · 特𨮌 đực rựa	
唷	rúc	唷嚦 rúc rích	
𪵫	rức	㖫𪵫 rưng rức	
榱	rui	榱𭩽 rui mè	
藞	rụi	殘藞 tàn rụi · 𣘃藞 cây rụi · 𪸔藞 cháy rụi	
揕	rúm	𢮩揕 co rúm	
𠾣	rùm	𠾣鋲 rùm beng	
噋	rủn	㤓噋 bủn rủn · 噋志 rủn chí	
𬫉	rủng	𬫉珵 rủng rỉnh	
佣	rúng	被佣精神 bị rúng tinh thần · 𠀳佣 rẻ rúng [𠸨]	
苚	rụng	蘿苚 lá rụng · 淶苚 rơi rụng · 苚𨖨 rụng rời	
㖫	rưng	𢜠㖫渃眜 mừng rưng nước mắt · 㖫㖫渃眜 rưng rưng nước mắt	
𧌸	ruốc	𧌸𬚸 ruốc thịt · 𩻐𧌸 mắm ruốc	
𩧍	ruổi	𩧍馭 ruổi ngựa	
𧋆	ruồi	脺𧋆 nốt ruồi · 𧋆青 ruồi xanh · 螉𧋆 ong ruồi	
𢱓	rưới	𧛊𢱓 rách rưới	
𥙪	rưỡi	𠬠銅𥙪 một đồng rưỡi · 𠬠𣎃𥙪 một tháng rưỡi	
𥙪	rưởi		⇔ 𥙪 rưỡi
洟	rượi	𠖾洟 mát rượi · 癒洟 rũ rượi · 洟洟 rười rượi · 花鐄洟 hoa vàng rượi	
薝	rườm	𠳒薝 lời rườm · 薝𦳃 rườm rà [𠸨]	
𪡍	rướn	𪡍𬨠 rướn lên · 𪡍𦙶 rướn cổ	
𢗆	rượn	𢗆𨔈 rượn chơi	
拥	ruồng	拥怖 ruồng bỏ	
𠳀	ruỗng	𭬙𠳀 mục ruỗng · 𠳀捏 ruỗng nát	
樑	rường	𢶢樑 chống rường · 茹樑 nhà rường ·樑榾 rường cột	
𧺕	rượt	𧺕蹺 rượt theo · 𧺕仉𥌈 rượt kẻ trộm	
揬	rụt	揬𥗍 rụt rè	
𢲼	rứt	伓𢲼 bứt rứt · 哏𢲼 cắn rứt · 𢲼𦛌 rứt ruột	
裟	SA	袈裟 cà sa	
𦲺	sả	蘿𦲺 lá sả · 𦹯𦲺 cỏ sả	
𪀎	sả	𪀄𪀎 chim sả	
𪮈	sả	𪮈𬚸 sả thịt · 𪮈荇 sả hành · 蹉𪮈 sa sả	
咤	sá	咤吱 sá chi	
拃	sạ	拃穭 sạ lúa	
𠲅	sạc	汴𠲅 bin (pin) sạc [摱]	
嗇	SẮC	彼嗇斯豐 bỉ sắc tư phong	
𪁅	sắc	𪀄𪁅 chim sắc	
嗾	sặc	嗾咵 sặc sụa [𠸨] · 𣩂嗾 chết sặc	
𡗂	sai	𡗂果 sai quả	
庹	sải	庹𢬣 sải tay · 庹𦑃 sải cánh	
灑	SÁI	蕭灑 tiêu sái	
